CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY,DENSITY_SCORE
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 801,1997-009A,EARTH,TEME,UTC,SGP4,2026-05-06T10:04:57.003744,0.9873444,0.0011861,12.1668,33.5174,0.8517,207.9237,0,U,24742,999,10624,0.0,2.1e-07,0.0,42601.288,1458.458,36273.682,36172.624,PAYLOAD,LARGE,ITSO,1997-03-01,FRGUI,,5177538,322306658,0 INTELSAT 801,1 24742U 97009A   26126.42010421  .00000021  00000-0  00000+0 0  9997,2 24742  12.1668  33.5174 0011861   0.8517 207.9237  0.98734440106248,24742,S24742,-,24742,1997-009A,P,P,INTELSAT 801,1997 Mar  1,S24743,SESINTU,US,1997 Mar  1 0128,In Earth orbit,-,2026 May  4 ,1458.465,36172, ,36273, ,12.16, ,GEO/ID,24742,1.2572073702228646
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,USA 107,1994-084A,EARTH,TEME,UTC,SGP4,2026-05-06T00:53:15.576576,0.99083701,0.00072285,14.4981,355.372,298.3273,246.1289,0,U,23435,999,3239,0.0,-2.02e-06,0.0,42501.119,1453.317,36153.706,36092.262,PAYLOAD,LARGE,US,1994-12-22,AFETR,,5176958,322264574,0 USA 107,1 23435U 94084A   26126.03698584 -.00000202  00000-0  00000-0 0  9997,2 23435  14.4981 355.3720 0007228 298.3273 246.1289  0.99083701 32390,23435,S23435,-,23435,1994-084A,P,P       c,DSP F17,1994 Dec 22,S23438,SFSSC,US,1994 Dec 23 0501,In Earth orbit,-,2026 May  5 ,1453.311,36091, ,36153, ,14.5, ,GEO/ID,23435,1.257472701041765
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 3A,2002-015B,EARTH,TEME,UTC,SGP4,2026-05-06T05:52:37.453152,0.99085182,0.00024805,10.4488,48.2819,291.2147,244.7172,0,U,27400,999,8815,0.0,-4.1e-07,0.0,42500.695,1453.295,36133.102,36112.018,PAYLOAD,LARGE,SES,2002-03-29,FRGUI,,5176958,322266723,0 ASTRA 3A,1 27400U 02015B   26126.24487793 -.00000041  00000-0  00000-0 0  9998,2 27400  10.4488  48.2819 0002481 291.2147 244.7172  0.99085182 88154,27400,S27400,-,27400,2002-015B,P,P      G,Astra 3A,2002 Mar 29,S27401,SESSA,L,2002 Mar 29 0156,In Earth orbit,-,2026 May  5 ,1453.291,36111, ,36133, ,10.45, ,GEO/ID,27400,1.2579608654063996
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,BSAT-1B,1998-024B,EARTH,TEME,UTC,SGP4,2026-05-06T13:34:19.239744,0.99123241,0.0004039,11.4051,44.9603,273.7392,266.0316,0,U,25312,999,4574,0.0,-2.71e-06,0.0,42489.816,1452.737,36128.842,36094.519,PAYLOAD,LARGE,JPN,1998-04-28,FRGUI,,5177557,322307392,0 BSAT-1B,1 25312U 98024B   26126.56550046 -.00000271  00000-0  00000+0 0  9994,2 25312  11.4051  44.9603 0004039 273.7392 266.0316  0.99123241 45747,25312,S25312,-,25312,1998-024B,P,P,BSAT 1b,1998 Apr 28,S25313,BSAT,J,1998 Apr 28 2318,In Earth orbit,-,2026 May  4 ,1452.736,36094, ,36129, ,11.4, ,GEO/ID,25312,1.2588109253709583
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,OPTUS A2 (AUSSAT 2),1985-109C,EARTH,TEME,UTC,SGP4,2026-05-06T12:07:34.260096,0.99951659,0.0004933,13.3944,340.4343,328.3769,233.3914,0,U,16275,999,4611,0.0,-3.45e-06,0.0,42254.714,1440.696,35897.424,35855.735,PAYLOAD,MEDIUM,AUS,1985-11-27,AFETR,,5177377,322302089,0 OPTUS A2 (AUSSAT 2),1 16275U 85109C   26126.50525764 -.00000345  00000-0  00000+0 0  9997,2 16275  13.3944 340.4343 0004933 328.3769 233.3914  0.99951659 46115,16275,S16275,-,16275,1985-109C,P,P ---S-,Optus A2,1985 Nov 27,S16294,OPTS,AU,1985 Nov 27 0205,In Earth orbit,-,2026 May  4 ,1440.688,35855, ,35897, ,13.4, ,GEO/ID,16275,1.2618997309993403
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GALAXY 8,1997-078A,EARTH,TEME,UTC,SGP4,2026-05-06T00:58:15.097728,0.99704353,0.00082379,14.023,10.213,40.2681,148.2025,0,U,25086,999,10352,0.0,-2.86e-06,0.0,42324.558,1444.27,35981.289,35911.556,PAYLOAD,LARGE,US,1997-12-08,AFETR,,5176958,322265272,0 GALAXY 8,1 25086U 97078A   26126.04045252 -.00000286  00000-0  00000-0 0  9998,2 25086  14.0230  10.2130 0008238  40.2681 148.2025  0.99704353103525,25086,S25086,-,25086,1997-078A,P,P,Galaxy 8i,1997 Dec  8,S25087,SESINTU,US,1997 Dec  9 0021,In Earth orbit,-,2026 May  5 ,1444.266,35911, ,35981, ,14.02, ,GEO/ID,25086,1.2621254893023945
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-05T10:20:49,18 SPCS,APSTAR 2R (TELSTAR 10),1997-062A,EARTH,TEME,UTC,SGP4,2026-05-05T04:22:38.779392,0.99210349,0.00109976,10.6331,48.1465,300.9576,237.6782,0,U,25010,999,10410,0.0,-1.83e-06,0.0,42464.941,1451.461,36133.507,36040.104,PAYLOAD,LARGE,PRC,1997-10-16,XSC,,5174649,322145029,0 APSTAR 2R (TELSTAR 10),1 25010U 97062A   26125.18239328 -.00000183  00000-0  00000-0 0  9997,2 25010  10.6331  48.1465 0010998 300.9576 237.6782  0.99210349104107,25010,S25010,-,25010,1997-062A,P,P,Apstar 2R,1997 Oct 16,S25011,APT,HK,1997 Oct 16 1939,In Earth orbit,-,2026 May  5 ,1451.461,36040, ,36133, ,10.63, ,GEO/ID,25010,1.2679860127378983
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,BSAT-2C,2003-028A,EARTH,TEME,UTC,SGP4,2026-05-05T17:08:47.226336,0.9920067,0.00071973,10.0911,52.441,278.7051,263.8008,0,U,27830,999,4623,0.0,-1.99e-06,0.0,42467.703,1451.603,36120.133,36059.003,PAYLOAD,LARGE,JPN,2003-06-11,FRGUI,,5176277,322217130,0 BSAT-2C,1 27830U 03028A   26125.71443549 -.00000199  00000-0  00000-0 0  9996,2 27830  10.0911  52.4410 0007197 278.7051 263.8008  0.99200670 46239,27830,S27830,-,27830,2003-028A,P,P,BSAT-2c,2003 Jun 11,S27832,BSAT,J,2003 Jun 11 2313,In Earth orbit,-,2026 May  4 ,1451.596,36058, ,36120, ,10.09, ,GEO/ID,27830,1.2709959474167156
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,CS 3B,1988-086A,EARTH,TEME,UTC,SGP4,2026-05-05T16:52:26.856768,0.992214,0.00057631,14.8988,354.0263,336.3643,202.9365,0,U,19508,999,13683,0.0,7.4e-07,0.0,42461.788,1451.3,36108.124,36059.181,PAYLOAD,LARGE,JPN,1988-09-16,TNSTA,,5176277,322214659,0 CS 3B,1 19508U 88086A   26125.70308862  .00000074  00000-0  00000-0 0  9994,2 19508  14.8988 354.0263 0005763 336.3643 202.9365  0.99221400136830,19508,S19508,-,19508,1988-086A,P,P,Sakura 3B,1988 Sep 16,S19558,JAXA/TAOJ,J,1988 Sep 16 1025,In Earth orbit,-,2026 May  4 ,1451.304,36059, ,36108, ,14.9, ,GEO/ID,19508,1.272092396969174
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EUTE 2-F3,1991-083A,EARTH,TEME,UTC,SGP4,2026-05-05T21:42:55.464768,0.99301905,0.00020997,14.7835,1.9604,327.6747,214.9937,0,U,21803,999,12114,0.0,-1.95e-06,0.0,42438.835,1450.123,36069.611,36051.789,PAYLOAD,LARGE,EUTE,1991-12-07,AFETR,,5176958,322264270,0 EUTE 2-F3,1 21803U 91083A   26125.90480862 -.00000195  00000-0  00000-0 0  9994,2 21803  14.7835   1.9604 0002100 327.6747 214.9937  0.99301905121143,21803,S21803,-,21803,1991-083A,P,P,Eutelsat II F-3,1991 Dec  7,S21804,EUTSA,F,1991 Dec  7 2316?,In Earth orbit,-,2026 May  4 ,1450.125,36051, ,36069, ,14.78, ,GEO/ID,21803,1.2721767938217097
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,USA 148,2000-001A,EARTH,TEME,UTC,SGP4,2026-05-06T12:25:02.991072,0.99115159,0.0006094,11.8397,32.7678,19.8364,144.1354,0,U,26052,999,3250,0.0,-2.95e-06,0.0,42492.125,1452.855,36139.885,36088.096,PAYLOAD,LARGE,US,2000-01-21,AFETR,,5177580,322307184,0 USA 148,1 26052U 00001A   26126.51739573 -.00000295  00000-0  00000+0 0  9999,2 26052  11.8397  32.7678 0006094  19.8364 144.1354  0.99115159 32501,26052,S26052,-,26052,2000-001A,P,P ------c,DSCS III B-8,2000 Jan 21,S26053,SFSSC/DISA,US,2000 Jan 21 0129,In Earth orbit,-,2026 May  4 ,1452.85,36087, ,36140, ,11.84, ,GEO/ID,26052,1.2749236703267455
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,ECHOSTAR 5,1999-050A,EARTH,TEME,UTC,SGP4,2026-05-05T20:55:12.000288,0.98744251,0.00042897,11.8901,36.4451,346.4109,238.6375,0,U,25913,999,9645,0.0,1.3e-07,0.0,42598.466,1458.313,36238.605,36202.057,PAYLOAD,LARGE,US,1999-09-23,AFETR,,5176277,322216727,0 ECHOSTAR 5,1 25913U 99050A   26125.87166667  .00000013  00000-0  00000-0 0  9990,2 25913  11.8901  36.4451 0004290 346.4109 238.6375  0.98744251 96455,25913,S25913,-,25913,1999-050A,P,P,Echostar V,1999 Sep 23,S25914,DISHE,US,1999 Sep 23 0630,In Earth orbit,-,2026 May  4 ,1458.308,36201, ,36238, ,11.89, ,GEO/ID,25913,1.2784036165481933
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,SIRIUS 2 (GE-1E),1997-071A,EARTH,TEME,UTC,SGP4,2026-05-06T01:05:51.866880,0.99408394,0.00032499,11.9398,34.2697,20.0656,173.0698,0,U,25049,999,10370,0.0,-2.15e-06,0.0,42408.522,1448.57,36044.169,36016.605,PAYLOAD,LARGE,SWED,1997-11-11,FRGUI,,5176958,322265266,0 SIRIUS 2 (GE-1E),1 25049U 97071A   26126.04573920 -.00000215  00000-0  00000-0 0  9990,2 25049  11.9398  34.2697 0003250  20.0656 173.0698  0.99408394103704,25049,S25049,-,25049,1997-071A,P,P,Astra 5A,1997 Nov 12,S25052,SESS,S,1997 Nov 12 2209,In Earth orbit,-,2026 May  5 ,1448.57,36016, ,36044, ,11.94, ,GEO/ID,25049,1.2815378382816118
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:56:53,18 SPCS,SKYNET 4E,1999-009B,EARTH,TEME,UTC,SGP4,2026-05-05T20:12:34.130016,0.9902714,0.0002162,12.0432,9.3323,292.1137,264.0037,0,U,25639,999,5073,0.0,1.6e-07,0.0,42517.301,1454.147,36148.358,36129.973,PAYLOAD,LARGE,UK,1999-02-26,FRGUI,,5176743,322253744,0 SKYNET 4E,1 25639U 99009B   26125.84206169  .00000016  00000-0  00000+0 0  9990,2 25639  12.0432   9.3323 0002162 292.1137 264.0037  0.99027140 50734,25639,S25639,-,25639,1999-009B,P,P,Skynet 4E,1999 Feb 26,S25640,BABCK,UK,1999 Feb 26 2309,In Earth orbit,-,2026 May  3 ,1454.16,36130, ,36148, ,12.04, ,GEO/ID,25639,1.2830710153579157
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-05T10:20:49,18 SPCS,INTELSAT 603,1990-021A,EARTH,TEME,UTC,SGP4,2026-05-04T20:12:17.695008,0.99480971,0.00052011,13.9892,9.6473,51.7374,132.7299,0,U,20523,999,12497,0.0,2.8e-07,0.0,42387.893,1447.513,36031.805,35987.712,PAYLOAD,LARGE,ITSO,1990-03-14,AFETR,,5174649,322142763,0 INTELSAT 603,1 20523U 90021A   26124.84187147  .00000028  00000-0  00000-0 0  9999,2 20523  13.9892   9.6473 0005201  51.7374 132.7299  0.99480971124973,20523,S20523,-,20523,1990-021A,P,P,INTELSAT 603,1990 Mar 14,S20524,SESINTU,US,1990 Mar 14 2100?,In Earth orbit,-,2026 May  4 ,1447.513,35987, ,36031, ,13.99, ,GEO/ID,20523,1.2836132546261898
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,NSTAR B,1996-007A,EARTH,TEME,UTC,SGP4,2026-05-06T12:02:23.574336,0.99263604,0.0010617,12.7239,26.1399,308.5058,209.2153,0,U,23781,999,11003,0.0,-3.11e-06,0.0,42449.751,1450.683,36116.685,36026.547,PAYLOAD,LARGE,JPN,1996-02-05,FRGUI,,5177520,322306366,0 NSTAR B,1 23781U 96007A   26126.50166174 -.00000311  00000-0  00000+0 0  9995,2 23781  12.7239  26.1399 0010617 308.5058 209.2153  0.99263604110037,23781,S23781,-,23781,1996-007A,P,P,N-Star b,1996 Feb  5,S23782,NTT,J,1996 Feb  5 0740,In Earth orbit,-,2026 May  4 ,1450.673,36025, ,36117, ,12.72, ,GEO/ID,23781,1.284219209881228
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,INTELSAT 26 (JCSAT 4),1997-007A,EARTH,TEME,UTC,SGP4,2026-05-06T02:38:57.936192,0.98908275,0.00117506,12.2173,29.8443,296.937,250.1552,0,U,24732,999,10663,0.0,-2.09e-06,0.0,42551.358,1455.894,36223.223,36123.222,PAYLOAD,LARGE,ITSO,1997-02-17,AFETR,,5176958,322265214,0 INTELSAT 26 (JCSAT 4),1 24732U 97007A   26126.11039278 -.00000209  00000-0  00000-0 0  9991,2 24732  12.2173  29.8443 0011751 296.9370 250.1552  0.98908275106631,24732,S24732,-,24732,1997-007A,P,P,Intelsat IS-26,1997 Feb 17,S24733,SESINTU,US,1997 Feb 17 0211,In Earth orbit,-,2026 May  5 ,1455.889,36122, ,36223, ,12.22, ,GEO/ID,24732,1.2858612216451715
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,DIRECTV 2 (DBS 2),1994-047A,EARTH,TEME,UTC,SGP4,2026-05-05T18:35:11.692032,0.98632308,0.00116079,12.8543,26.783,341.7297,190.7254,0,U,23192,999,12524,0.0,2.6e-07,0.0,42630.691,1459.968,36302.042,36203.071,PAYLOAD,LARGE,US,1994-08-03,AFETR,,5176277,322215308,0 DIRECTV 2 (DBS 2),1 23192U 94047A   26125.77444088  .00000026  00000-0  00000-0 0  9997,2 23192  12.8543  26.7830 0011608 341.7297 190.7254  0.98632308125248,23192,S23192,-,23192,1994-047A,P,P,Nimiq 4i,1994 Aug  3,S23193,TCANL,CA,1994 Aug  4 0024?,In Earth orbit,-,2026 May  4 ,1459.972,36203, ,36302, ,12.85, ,GEO/ID,23192,1.287019227737017
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 7,1992-072A,EARTH,TEME,UTC,SGP4,2026-05-06T07:14:59.553024,0.99707151,0.0007412,14.4997,3.6023,37.7954,132.1463,0,U,22205,999,11646,0.0,5.5e-07,0.0,42323.766,1444.229,35977.001,35914.26,PAYLOAD,LARGE,US,1992-10-28,FRGUI,,5177469,322304234,0 GALAXY 7,1 22205U 92072A   26126.30207816  .00000055  00000-0  00000+0 0  9994,2 22205  14.4997   3.6023 0007412  37.7954 132.1463  0.99707151116467,22205,S22205,-,22205,1992-072A,P,P,Galaxy 7,1992 Oct 28,S22206,SESINTU,US,1992 Oct 28 0035,In Earth orbit,-,2026 May  4 ,1444.239,35914, ,35977, ,14.5, ,GEO/ID,22205,1.2886446802706608
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,AFRISTAR,1998-063A,EARTH,TEME,UTC,SGP4,2026-05-06T13:23:28.104288,0.99010746,0.0001166,10.1387,50.1557,357.2452,194.1746,0,U,25515,999,10014,0.0,-1.82e-06,0.0,42521.994,1454.388,36148.817,36138.901,PAYLOAD,LARGE,US,1998-10-28,FRGUI,,5177565,322306994,0 AFRISTAR,1 25515U 98063A   26126.55796417 -.00000182  00000-0  00000+0 0  9996,2 25515  10.1387  50.1557 0001166 357.2452 194.1746  0.99010746100149,25515,S25515,-,25515,1998-063A,P,P,Spectrum 2,1998 Oct 28,S25517,CMMB,HK,1998 Oct 28 2235,In Earth orbit,-,2026 May  4 ,1454.396,36139, ,36148, ,10.13, ,GEO/ID,25515,1.2914447626350152
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 5B (SINOSAT 1),1998-044A,EARTH,TEME,UTC,SGP4,2026-05-06T11:46:34.764096,0.99197257,0.0005639,10.8789,45.6414,265.1421,305.5273,0,U,25404,999,10149,0.0,5.6e-07,0.0,42468.677,1451.653,36114.49,36066.594,PAYLOAD,LARGE,PRC,1998-07-18,XSC,,5177561,322306941,0 CHINASAT 5B (SINOSAT 1),1 25404U 98044A   26126.49068014  .00000056  00000-0  00000+0 0  9999,2 25404  10.8789  45.6414 0005639 265.1421 305.5273  0.99197257101497,25404,S25404,-,25404,1998-044A,P,P,PSN V,1998 Jul 18,S25405,PSN,ID,1998 Jul 18 0946,In Earth orbit,-,2026 May  4 ,1451.664,36066, ,36115, ,10.87, ,GEO/ID,25404,1.2920022595869554
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,HOT BIRD 1,1995-016B,EARTH,TEME,UTC,SGP4,2026-05-06T08:58:58.383840,0.99314011,0.0002851,13.0397,23.0118,36.5676,165.4457,0,U,23537,999,11329,0.0,7.7e-07,0.0,42435.386,1449.946,36069.35,36045.153,PAYLOAD,MEDIUM,EUTE,1995-03-28,FRGUI,,5177510,322305241,0 HOT BIRD 1,1 23537U 95016B   26126.37428685  .00000077  00000-0  00000+0 0  9994,2 23537  13.0397  23.0118 0002851  36.5676 165.4457  0.99314011113295,23537,S23537,-,23537,1995-016B,P,P,Hot Bird 1,1995 Mar 28,S23539,EUTSA,F,1995 Mar 28 2334?,In Earth orbit,-,2026 May  4 ,1449.955,36045, ,36069, ,13.04, ,GEO/ID,23537,1.298234517759936
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,EXPRESS MD1,2009-007B,EARTH,TEME,UTC,SGP4,2026-05-05T15:18:13.108608,0.99115056,0.00109545,10.0872,53.1149,347.2662,200.0047,0,U,33596,999,6265,0.0,-2.87e-06,0.0,42492.155,1452.857,36160.568,36067.472,PAYLOAD,LARGE,CIS,2009-02-11,TTMTR,,5176277,322220546,0 EXPRESS MD1,1 33596U 09007B   26125.63765172 -.00000287  00000-0  00000-0 0  9993,2 33596  10.0872  53.1149 0010954 347.2662 200.0047  0.99115056 62656,33596,S33596,-,33596,2009-007B,P,P,Ekspress MD-1,2009 Feb 11,S33598,KS,RU,2009 Feb 11 0930,In Earth orbit,-,2026 May  4 ,1452.854,36067, ,36160, ,10.08, ,GEO/ID,33596,1.3014575310631267
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,UFO 5 (USA 111),1995-027A,EARTH,TEME,UTC,SGP4,2026-05-06T05:42:12.032064,0.98750015,0.0004233,11.9859,10.5067,348.0804,186.5677,0,U,23589,999,11258,0.0,3e-07,0.0,42596.808,1458.228,36236.705,36200.642,PAYLOAD,LARGE,US,1995-05-31,AFETR,,5177512,322305264,0 UFO 5 (USA 111),1 23589U 95027A   26126.23763926  .00000030  00000-0  00000+0 0  9997,2 23589  11.9859  10.5067 0004233 348.0804 186.5677  0.98750015112582,23589,S23589,-,23589,1995-027A,P,P,UHF F/O F5,1995 May 31,S23590,PMW146,US,1995 May 31 1554,In Earth orbit,-,2026 May  5 ,1458.23,36200, ,36236, ,11.99, ,GEO/ID,23589,1.3037473126279748
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,THOR 1 (MARCOPOLO 2),1990-074A,EARTH,TEME,UTC,SGP4,2026-05-06T12:26:19.703904,0.99211955,0.0003537,14.5499,6.9604,285.6834,280.2308,0,U,20762,999,4579,0.0,-2.63e-06,0.0,42464.483,1451.438,36101.367,36071.328,PAYLOAD,LARGE,NOR,1990-08-18,AFETR,,5177422,322303144,0 THOR 1 (MARCOPOLO 2),1 20762U 90074A   26126.51828361 -.00000263  00000-0  00000+0 0  9999,2 20762  14.5499   6.9604 0003537 285.6834 280.2308  0.99211955 45799,20762,S20762,-,20762,1990-074A,P,P,Thor 1,1990 Aug 18,S20764,TNOR,N,1990 Aug 18 0109?,In Earth orbit,-,2026 May  4 ,1451.441,36071, ,36101, ,14.55, ,GEO/ID,20762,1.304772672228046
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ASTRA 1C,1993-031A,EARTH,TEME,UTC,SGP4,2026-05-06T13:16:18.899328,0.98841932,0.0005412,12.7971,25.9014,22.5379,141.3779,0,U,22653,999,5068,0.0,-2.18e-06,0.0,42570.396,1456.872,36215.3,36169.222,PAYLOAD,LARGE,SES,1993-05-12,FRGUI,,5177483,322304906,0 ASTRA 1C,1 22653U 93031A   26126.55299652 -.00000218  00000-0  00000+0 0  9995,2 22653  12.7971  25.9014 0005412  22.5379 141.3779  0.98841932 50683,22653,S22653,-,22653,1993-031A,P,P      G,Astra 1C,1993 May 12,S22656,SESSA,L,1993 May 12 0116,In Earth orbit,-,2026 May  4 ,1456.859,36169, ,36214, ,12.79, ,GEO/ID,22653,1.3048520449231362
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE W2,1998-056A,EARTH,TEME,UTC,SGP4,2026-05-06T13:32:13.392960,0.99266577,0.000228,11.5813,38.6122,219.8955,328.0789,0,U,25491,999,10044,0.0,-2.64e-06,0.0,42448.904,1450.639,36080.447,36061.09,PAYLOAD,LARGE,EUTE,1998-10-05,FRGUI,,5177564,322307485,0 EUTE W2,1 25491U 98056A   26126.56404390 -.00000264  00000-0  00000+0 0  9999,2 25491  11.5813  38.6122 0002280 219.8955 328.0789  0.99266577100442,25491,S25491,-,25491,1998-056A,P,P,Eutelsat W2,1998 Oct  5,S25493,EUTSA,F,1998 Oct  5 2310,In Earth orbit,-,2026 May  4 ,1450.639,36061, ,36080, ,11.58, ,GEO/ID,25491,1.3074858849769082
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 2-F4,1992-041B,EARTH,TEME,UTC,SGP4,2026-05-06T03:32:41.704224,0.99076362,0.0007323,14.7216,5.7498,271.5092,276.0288,0,U,22028,999,4633,0.0,-7.9e-07,0.0,42503.217,1453.424,36156.208,36093.957,PAYLOAD,LARGE,EUTE,1992-07-09,FRGUI,,5177464,322304169,0 EUTE 2-F4,1 22028U 92041B   26126.14770491 -.00000079  00000-0  00000+0 0  9996,2 22028  14.7216   5.7498 0007323 271.5092 276.0288  0.99076362 46332,22028,S22028,-,22028,1992-041B,P,P,Eutelsat II F-4,1992 Jul  9,S22032,EUTSA,F,1992 Jul  9 2305,In Earth orbit,-,2026 May  5 ,1453.42,36093, ,36156, ,14.72, ,GEO/ID,22028,1.3100446131143912
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ASTRA 1B,1991-015A,EARTH,TEME,UTC,SGP4,2026-05-06T12:15:57.737088,0.98512769,0.001072,13.3176,22.5302,2.3025,184.4145,0,U,21139,999,11587,0.0,-2.37e-06,0.0,42665.171,1461.739,36332.773,36241.299,PAYLOAD,LARGE,SES,1991-03-02,FRGUI,,5177435,322303305,0 ASTRA 1B,1 21139U 91015A   26126.51108492 -.00000237  00000-0  00000+0 0  9991,2 21139  13.3176  22.5302 0010720   2.3025 184.4145  0.98512769115871,21139,S21139,-,21139,1991-015A,P,P      G,Astra 1B,1991 Mar  2,S21142,SESSA,L,1991 Mar  2 2356,In Earth orbit,-,2026 May  4 ,1461.741,36241, ,36332, ,13.32, ,GEO/ID,21139,1.3101973171720105
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,BRAZILSAT 2,1986-026B,EARTH,TEME,UTC,SGP4,2026-05-06T03:24:38.763648,0.99636169,0.00040359,14.5435,350.7366,345.2981,196.1636,0,U,16650,999,4596,0.0,-3.6e-07,0.0,42343.865,1445.258,35982.82,35948.64,PAYLOAD,LARGE,BRAZ,1986-03-28,FRGUI,,5176958,322262537,0 BRAZILSAT 2,1 16650U 86026B   26126.14211532 -.00000036  00000-0  00000-0 0  9996,2 16650  14.5435 350.7366 0004036 345.2981 196.1636  0.99636169 45962,16650,S16650,-,16650,1986-026B,P,P,Brasilsat 2,1986 Mar 28,S16657,EMBRT,BR,1986 Mar 28 2350,In Earth orbit,-,2026 May  5 ,1445.258,35948, ,35982, ,14.54, ,GEO/ID,16650,1.3131503842264696
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GOES 11,2000-022A,EARTH,TEME,UTC,SGP4,2026-05-05T23:28:56.587872,0.99044429,0.00040076,11.714,46.8432,268.0249,268.096,0,U,26352,999,5205,0.0,-1.37e-06,0.0,42512.353,1453.893,36151.255,36117.181,PAYLOAD,LARGE,US,2000-05-03,AFETR,,5176958,322265537,0 GOES 11,1 26352U 00022A   26125.97843273 -.00000137  00000-0  00000-0 0  9993,2 26352  11.7140  46.8432 0004008 268.0249 268.0960  0.99044429 52058,26352,S26352,-,26352,2000-022A,P,P,GOES 11,2000 May  3,S26353,NOAA,US,2000 May  3 0734,In Earth orbit,-,2026 May  2 ,1453.908,36117, ,36151, ,11.71, ,GEO/ID,26352,1.3153174035896127
