CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY,JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,SATCAT_KEY,DENSITY_SCORE
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 604,1990-056A,EARTH,TEME,UTC,SGP4,2026-05-06T08:48:38.761056,0.98434602,0.0006724,14.5919,10.2754,319.0185,231.174,0,U,20667,999,4606,0.0,-9.9e-07,0.0,42687.755,1462.9,36338.323,36280.917,PAYLOAD,LARGE,ITSO,1990-06-23,AFETR,,5177419,322303609,0 INTELSAT 604,1 20667U 90056A   26126.36711529 -.00000099  00000-0  00000+0 0  9990,2 20667  14.5919  10.2754 0006724 319.0185 231.1740  0.98434602 46067,20667,S20667,-,20667,1990-056A,P,P,INTELSAT 604,1990 Jun 23,S20669,SESINTU,US,1990 Jun 23 1143?,In Earth orbit,-,2026 May  4 ,1462.912,36281, ,36338, ,14.59, ,GEO/ID,20667,1.4730621414409684
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GOES 7,1987-022A,EARTH,TEME,UTC,SGP4,2026-05-06T10:23:56.059872,0.99908421,0.00039,12.9643,337.9367,34.1729,151.656,0,U,17561,999,12654,0.0,-3.14e-06,0.0,42266.905,1441.32,35905.254,35872.286,PAYLOAD,LARGE,US,1987-02-26,AFETR,,5177296,322301087,0 GOES 7,1 17561U 87022A   26126.43328773 -.00000314  00000-0  00000+0 0  9991,2 17561  12.9643 337.9367 0003900  34.1729 151.6560  0.99908421126547,17561,S17561,-,17561,1987-022A,P,P,GOES 7,1987 Feb 26,S17563,NOAA,US,1987 Feb 26 2329?,In Earth orbit,-,2026 May  4 ,1441.314,35872, ,35905, ,12.97, ,GEO/ID,17561,1.4737510557319027
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,BS-3N,1994-040B,EARTH,TEME,UTC,SGP4,2026-05-05T11:42:12.306816,0.99151348,0.00052782,13.3302,20.2728,16.3562,109.9247,0,U,23176,999,10188,0.0,-1.6e-06,0.0,42481.785,1452.325,36126.073,36081.227,PAYLOAD,LARGE,JPN,1994-07-08,FRGUI,,5176277,322215805,0 BS-3N,1 23176U 94040B   26125.48764244 -.00000160  00000-0  00000-0 0  9999,2 23176  13.3302  20.2728 0005278  16.3562 109.9247  0.99151348101889,23176,S23176,-,23176,1994-040B,P,P,BS-3N,1994 Jul  8,S23178,NHK,J,1994 Jul  8 2330?,In Earth orbit,-,2026 May  4 ,1452.319,36080, ,36126, ,13.33, ,GEO/ID,23176,1.4743387829298815
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,INTELSAT 702,1994-034A,EARTH,TEME,UTC,SGP4,2026-05-05T20:01:08.284224,0.98937599,0.00125638,10.968,45.1784,24.8173,156.7947,0,U,23124,999,13046,0.0,6.9e-07,0.0,42542.95,1455.463,36218.265,36111.365,PAYLOAD,LARGE,ITSO,1994-06-17,FRGUI,,5176277,322215300,0 INTELSAT 702,1 23124U 94034A   26125.83412366  .00000069  00000-0  00000-0 0  9996,2 23124  10.9680  45.1784 0012564  24.8173 156.7947  0.98937599130462,23124,S23124,-,23124,1994-034A,P,P,INTELSAT 702,1994 Jun 17,S23127,SESINTU,US,1994 Jun 17 0727,In Earth orbit,-,2026 May  4 ,1455.465,36111, ,36218, ,10.97, ,GEO/ID,23124,1.4853614479546362
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GSAT 2,2003-018A,EARTH,TEME,UTC,SGP4,2026-05-06T01:09:21.532032,0.99856694,0.00121169,11.0963,42.0541,345.2866,213.3159,0,U,27807,999,8401,0.0,-8.8e-07,0.0,42281.5,1442.067,35954.597,35852.133,PAYLOAD,MEDIUM,IND,2003-05-08,SRI,,5176958,322266832,0 GSAT 2,1 27807U 03018A   26126.04816588 -.00000088  00000-0  00000-0 0  9990,2 27807  11.0963  42.0541 0012117 345.2866 213.3159  0.99856694 84011,27807,S27807,-,27807,2003-018A,P,P,GSAT-2,2003 May  8,S27808,ISRO,IN,2003 May  8 1144,In Earth orbit,-,2026 May  2 ,1442.076,35852, ,35954, ,11.09, ,GEO/ID,27807,1.487884219586778
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,STTW-1,1986-010A,EARTH,TEME,UTC,SGP4,2026-05-06T11:51:39.954816,1.00220986,0.0002912,10.6713,323.8304,316.707,212.4674,0,U,16526,999,15504,0.0,-2.37e-06,0.0,42178.979,1436.825,35813.126,35788.561,PAYLOAD,LARGE,PRC,1986-02-01,XSC,,5177290,322301002,0 STTW-1,1 16526U 86010A   26126.49421244 -.00000237  00000-0  00000+0 0  9994,2 16526  10.6713 323.8304 0002912 316.7070 212.4674  1.00220986155040,16526,S16526,-,16526,1986-010A,P,P,Shiyong Tongbu Tongxin Wx.,1986 Feb  1,S16528,CNSA,CN,1986 Feb  1 1257?,In Earth orbit,-,2026 May  4 ,1436.818,35788, ,35813, ,10.67, ,GEO/ID,16526,1.4879254845520926
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GORIZONT 32,1996-034A,EARTH,TEME,UTC,SGP4,2026-05-06T12:18:24.020928,1.00221947,0.0009091,14.3891,355.3046,357.6968,212.1808,0,U,23880,999,10961,0.0,-1.73e-06,0.0,42178.709,1436.811,35838.919,35762.229,PAYLOAD,LARGE,CIS,1996-05-25,TTMTR,,5177522,322306391,0 GORIZONT 32,1 23880U 96034A   26126.51277802 -.00000173  00000-0  00000+0 0  9993,2 23880  14.3891 355.3046 0009091 357.6968 212.1808  1.00221947109613,23880,S23880,-,23880,1996-034A,P,P,Gorizont,1996 May 25,S23883,KS,RU,1996 May 25 0840?,In Earth orbit,-,2026 May  4 ,1436.808,35762, ,35838, ,14.39, ,GEO/ID,23880,1.4910213192676003
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 4R,2000-020A,EARTH,TEME,UTC,SGP4,2026-05-06T11:55:05.298240,0.99838475,0.0003838,12.6918,24.3746,241.2422,338.2021,0,U,26298,999,9520,0.0,8.1e-07,0.0,42286.644,1442.33,35924.738,35892.279,PAYLOAD,LARGE,US,2000-04-19,FRGUI,,5177589,322307293,0 GALAXY 4R,1 26298U 00020A   26126.49658910  .00000081  00000-0  00000+0 0  9996,2 26298  12.6918  24.3746 0003838 241.2422 338.2021  0.99838475 95209,26298,S26298,-,26298,2000-020A,P,P,Galaxy 4R,2000 Apr 19,S26299,SESINTU,US,2000 Apr 19 0050,In Earth orbit,-,2026 May  4 ,1442.343,35892, ,35925, ,12.69, ,GEO/ID,26298,1.49168732401904
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,COSMOS 2155,1991-064A,EARTH,TEME,UTC,SGP4,2026-05-06T06:32:38.730336,1.00193608,0.0002276,13.1558,339.5822,262.259,285.4606,0,U,21702,999,12691,0.0,1.11e-06,0.0,42186.662,1437.217,35818.129,35798.925,PAYLOAD,LARGE,CIS,1991-09-13,TTMTR,,5177456,322304069,0 COSMOS 2155,1 21702U 91064A   26126.27267049  .00000111  00000-0  00000+0 0  9998,2 21702  13.1558 339.5822 0002276 262.2590 285.4606  1.00193608126910,21702,S21702,-,21702,1991-064A,P,P,Kosmos-2155,1991 Sep 13,S21703,PVO,SU,1991 Sep 14 0737?,In Earth orbit,-,2026 May  5 ,1437.224,35799, ,35818, ,13.16, ,GEO/ID,21702,1.49239282350618
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INMARSAT 3-F2,1996-053A,EARTH,TEME,UTC,SGP4,2026-05-06T13:15:36.069120,0.99998453,0.0006685,9.7655,54.3561,353.494,205.1744,0,U,24307,999,10850,0.0,6.7e-07,0.0,42241.531,1440.022,35891.635,35835.158,PAYLOAD,LARGE,IM,1996-09-06,TTMTR,,5177530,322306009,0 INMARSAT 3-F2,1 24307U 96053A   26126.55250080  .00000067  00000-0  00000+0 0  9993,2 24307   9.7655  54.3561 0006685 353.4940 205.1744  0.99998453108500,24307,S24307,-,24307,1996-053A,P,P,INMARSAT III F-2,1996 Sep  6,S25339,INMRV,UK,1996 Sep  7 0032,In Earth orbit,-,2026 May  4 ,1440.033,35835, ,35891, ,9.76, ,GEO/ID,24307,1.4927484020642319
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,BS-3A (YURI 3A),1990-077A,EARTH,TEME,UTC,SGP4,2026-05-06T08:51:18.232992,0.98815231,0.0012003,15.6137,357.7392,280.4806,257.5505,0,U,20771,999,13516,0.0,-1.97e-06,0.0,42578.064,1457.265,36251.036,36148.823,PAYLOAD,LARGE,JPN,1990-08-28,TNSTA,,5177423,322303657,0 BS-3A (YURI 3A),1 20771U 90077A   26126.36896103 -.00000197  00000-0  00000+0 0  9990,2 20771  15.6137 357.7392 0012003 280.4806 257.5505  0.98815231135164,20771,S20771,-,20771,1990-077A,P,P,Yuri 3A,1990 Aug 28,S20773,JAXA/TAOJ,J,1990 Aug 28 0931,In Earth orbit,-,2026 May  4 ,1457.274,36148, ,36251, ,15.61, ,GEO/ID,20771,1.5035757174545668
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,USA 113,1995-038A,EARTH,TEME,UTC,SGP4,2026-05-05T23:21:49.770144,0.98667477,0.00024267,13.3817,15.9793,254.5615,285.5285,0,U,23628,999,3234,0.0,-2.27e-06,0.0,42620.561,1459.447,36252.768,36232.083,PAYLOAD,LARGE,US,1995-07-31,AFETR,,5176958,322265115,0 USA 113,1 23628U 95038A   26125.97349271 -.00000227  00000-0  00000-0 0  9996,2 23628  13.3817  15.9793 0002427 254.5615 285.5285  0.98667477 32344,23628,S23628,-,23628,1995-038A,P,P       c,DSCS III B-7,1995 Jul 31,S23648,SFSSC/DISA,US,1995 Aug  1,In Earth orbit,-,2026 May  3 ,1459.447,36231, ,36253, ,13.38, ,GEO/ID,23628,1.5056490705928436
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,EXPRESS 3A,2000-031A,EARTH,TEME,UTC,SGP4,2026-05-05T15:26:42.579168,0.98767993,0.00075919,12.2331,32.5709,216.908,321.9103,0,U,26378,999,9380,0.0,-1.56e-06,0.0,42591.639,1457.962,36245.839,36181.169,PAYLOAD,LARGE,CIS,2000-06-24,TTMTR,,5176277,322216838,0 EXPRESS 3A,1 26378U 00031A   26125.64354837 -.00000156  00000-0  00000-0 0  9999,2 26378  12.2331  32.5709 0007592 216.9080 321.9103  0.98767993 93802,26378,S26378,-,26378,2000-031A,P,P,Ekspress 3A,2000 Jun 24,S26381,KS/ISPUT,RU,2000 Jun 24 0700?,In Earth orbit,-,2026 May  4 ,1457.955,36180, ,36245, ,12.23, ,GEO/ID,26378,1.5070410961507776
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,PAKSAT 1 (ANATOLIA 1),1996-006A,EARTH,TEME,UTC,SGP4,2026-05-06T11:46:42.750912,0.99591943,0.0004162,10.7767,46.221,198.8266,12.5584,0,U,23779,999,11043,0.0,1.04e-06,0.0,42356.4,1445.9,35995.893,35960.636,PAYLOAD,LARGE,PAKI,1996-02-01,AFETR,,5177520,322305865,0 PAKSAT 1 (ANATOLIA 1),1 23779U 96006A   26126.49077258  .00000104  00000-0  00000+0 0  9992,2 23779  10.7767  46.2210 0004162 198.8266  12.5584  0.99591943110439,23779,S23779,-,23779,1996-006A,P,P,HGS-3,1996 Feb  1,S23780,SESINTU,US,1996 Feb  1 0143,In Earth orbit,-,2026 May  4 ,1445.912,35960, ,35996, ,10.77, ,GEO/ID,23779,1.5111669898582587
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,GALAXY 26 (TELSTAR 6),1999-005A,EARTH,TEME,UTC,SGP4,2026-05-05T15:36:25.270272,0.98999113,7.1e-05,11.5553,47.2921,36.9259,141.2447,0,U,25626,999,4357,0.0,-2.4e-06,0.0,42525.325,1454.558,36150.209,36144.171,PAYLOAD,LARGE,US,1999-02-15,TTMTR,,5176277,322216663,0 GALAXY 26 (TELSTAR 6),1 25626U 99005A   26125.65029248 -.00000240  00000-0  00000-0 0  9993,2 25626  11.5553  47.2921 0000710  36.9259 141.2447  0.98999113 43571,25626,S25626,-,25626,1999-005A,P,P,Galaxy 26,1999 Feb 15,S25629,SESINTU,US,1999 Feb 15 1154,In Earth orbit,-,2026 May  4 ,1454.552,36144, ,36149, ,11.55, ,GEO/ID,25626,1.5121475810736387
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,INTELSAT 602,1989-087A,EARTH,TEME,UTC,SGP4,2026-05-06T03:38:18.651264,0.99006071,0.0004843,14.2985,7.8575,233.4122,328.6501,0,U,20315,999,13090,0.0,-1.44e-06,0.0,42523.332,1454.456,36165.791,36124.603,PAYLOAD,LARGE,ITSO,1989-10-27,FRGUI,,5177410,322302994,0 INTELSAT 602,1 20315U 89087A   26126.15160476 -.00000144  00000-0  00000+0 0  9999,2 20315  14.2985   7.8575 0004843 233.4122 328.6501  0.99006071130900,20315,S20315,-,20315,1989-087A,P,P,INTELSAT 602,1989 Oct 27,S20316,SESINTU,US,1989 Oct 27 2327,In Earth orbit,-,2026 May  5 ,1454.451,36124, ,36165, ,14.3, ,GEO/ID,20315,1.516053643252848
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,USA 82,1992-037A,EARTH,TEME,UTC,SGP4,2026-05-05T13:45:56.217312,0.98814903,0.00080077,14.1936,9.9818,27.5913,214.1833,0,U,22009,999,2472,0.0,-1.8e-06,0.0,42578.158,1457.27,36234.119,36165.928,PAYLOAD,,US,1992-07-02,AFETR,,5176277,322215104,0 USA 82,1 22009U 92037A   26125.57356733 -.00000180  00000-0  00000-0 0  9999,2 22009  14.1936   9.9818 0008008  27.5913 214.1833  0.98814903 24726,22009,S22009,-,22009,1992-037A,P,P ------c,DSCS III B-12,1992 Jul  2,S22011,SFSSC/DISA,US,1992 Jul  4?,In Earth orbit,-,2026 May  4 ,1457.276,36165, ,36234, ,14.19, ,GEO/ID,22009,1.5166850622176558
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,SOLIDARIDAD 1,1993-073A,EARTH,TEME,UTC,SGP4,2026-05-06T05:28:38.773056,1.00279959,0.0006781,14.3684,2.7028,268.3548,289.982,0,U,22911,999,11744,0.0,-1.09e-06,0.0,42162.441,1435.98,35812.896,35755.715,PAYLOAD,LARGE,MEX,1993-11-20,FRGUI,,5177490,322304990,0 SOLIDARIDAD 1,1 22911U 93073A   26126.22822654 -.00000109  00000-0  00000+0 0  9995,2 22911  14.3684   2.7028 0006781 268.3548 289.9820  1.00279959117447,22911,S22911,-,22911,1993-073A,P,P,Satmex 3,1993 Nov 20,S22914,EUTAM,MX,1993 Nov 20 0137?,In Earth orbit,-,2026 May  4 ,1435.979,35755, ,35813, ,14.37, ,GEO/I,22911,1.5219545400854435
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTE 115 WEST A(SATMEX 5,1998-070A,EARTH,TEME,UTC,SGP4,2026-05-06T05:56:52.046304,0.98720219,0.0003779,10.2444,52.3546,34.6809,153.3478,0,U,25558,999,10004,0.0,-8e-07,0.0,42605.379,1458.668,36243.345,36211.144,PAYLOAD,LARGE,EUTE,1998-12-06,FRGUI,,5177566,322307509,0 EUTE 115 WEST A(SATMEX 5,1 25558U 98070A   26126.24782461 -.00000080  00000-0  00000+0 0  9998,2 25558  10.2444  52.3546 0003779  34.6809 153.3478  0.98720219100047,25558,S25558,-,25558,1998-070A,P,P,EUTELSAT 115 WEST A,1998 Dec  6,S25559,EUTAM,MX,1998 Dec  6 0102,In Earth orbit,-,2026 May  5 ,1458.663,36211, ,36243, ,10.24, ,GEO/ID,25558,1.5262902693669715
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,CHINASAT 5 (SPACENET 1),1984-049A,EARTH,TEME,UTC,SGP4,2026-05-06T03:59:27.715200,0.99981968,0.00084308,14.3695,348.6359,240.4208,289.757,0,U,14985,999,13088,0.0,4.5e-07,0.0,42246.175,1440.26,35903.657,35832.422,PAYLOAD,LARGE,PRC,1984-05-23,FRGUI,,5176958,322262864,0 CHINASAT 5 (SPACENET 1),1 14985U 84049A   26126.16629300  .00000045  00000-0  00000-0 0  9995,2 14985  14.3695 348.6359 0008431 240.4208 289.7570  0.99981968130888,14985,S14985,-,14985,1984-049A,P,P,Zhongxing 5,1984 May 23,S14989,CHISAE,CN,1984 May 23 0149,In Earth orbit,-,2026 May  4 ,1440.265,35832, ,35903, ,14.37, ,GEO/ID,14985,1.53258864210307
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,RADUGA 27,1991-014A,EARTH,TEME,UTC,SGP4,2026-05-06T13:11:51.751392,1.00370124,0.0001301,13.3794,337.1769,346.6605,192.3454,0,U,21132,999,12889,0.0,-2.88e-06,0.0,42137.186,1434.69,35764.534,35753.569,PAYLOAD,LARGE,CIS,1991-02-28,TTMTR,,5177435,322303303,0 RADUGA 27,1 21132U 91014A   26126.54990453 -.00000288  00000-0  00000+0 0  9998,2 21132  13.3794 337.1769 0001301 346.6605 192.3454  1.00370124128893,21132,S21132,-,21132,1991-014A,P,P,Raduga,1991 Feb 28,S21135,VVKOV,SU,1991 Feb 28 1204?,In Earth orbit,-,2026 May  5 ,1434.683,35753, ,35764, ,13.38, ,GEO/ID,21132,1.544586781869196
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,TDRS 10,2002-055A,EARTH,TEME,UTC,SGP4,2026-05-06T07:49:02.970048,0.98860757,0.0012602,10.0085,43.3644,252.7432,318.6028,0,U,27566,999,8578,0.0,-3.3e-07,0.0,42564.992,1456.594,36240.497,36133.216,PAYLOAD,LARGE,US,2002-12-05,AFETR,,5177614,322308654,0 TDRS 10,1 27566U 02055A   26126.32572882 -.00000033  00000-0  00000+0 0  9998,2 27566  10.0085  43.3644 0012602 252.7432 318.6028  0.98860757 85788,27566,S27566,-,27566,2002-055A,P,P,TDRS 10,2002 Dec  5,S27567,GSFC,US,2002 Dec  5 0321,In Earth orbit,-,2026 May  5 ,1456.59,36132, ,36240, ,10.01, ,GEO/ID,27566,1.5463914371556302
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 11,1999-071A,EARTH,TEME,UTC,SGP4,2026-05-06T07:55:38.503200,0.99023539,0.0012956,6.6415,71.1223,326.1969,244.3654,0,U,26038,999,9659,0.0,-1.53e-06,0.0,42518.331,1454.2,36195.283,36085.11,PAYLOAD,LARGE,US,1999-12-22,FRGUI,,5177580,322307683,0 GALAXY 11,1 26038U 99071A   26126.33030675 -.00000153  00000-0  00000+0 0  9998,2 26038   6.6415  71.1223 0012956 326.1969 244.3654  0.99023539 96595,26038,S26038,-,26038,1999-071A,P,P,Galaxy 11,1999 Dec 22,S26039,SESINTU,US,1999 Dec 22 0111,In Earth orbit,-,2026 May  5 ,1454.193,36084, ,36195, ,6.64, ,GEO/ID,26038,1.5487811667135123
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GALAXY 10R,2000-002A,EARTH,TEME,UTC,SGP4,2026-05-06T12:34:26.484096,0.99646453,0.0002641,12.1099,31.5254,172.3802,0.9259,0,U,26056,999,9591,0.0,-2.84e-06,0.0,42340.951,1445.109,35973.999,35951.634,PAYLOAD,LARGE,US,2000-01-25,FRGUI,,5177580,322307185,0 GALAXY 10R,1 26056U 00002A   26126.52391764 -.00000284  00000-0  00000+0 0  9999,2 26056  12.1099  31.5254 0002641 172.3802   0.9259  0.99646453 95914,26056,S26056,-,26056,2000-002A,P,P,Galaxy 10R,2000 Jan 25,S26057,SESINTU,US,2000 Jan 25 0111,In Earth orbit,-,2026 May  4 ,1445.105,35951, ,35973, ,12.11, ,GEO/ID,26056,1.5501807050686967
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T02:32:52,18 SPCS,SKYNET 4C,1990-079A,EARTH,TEME,UTC,SGP4,2026-05-05T18:28:27.338304,1.00275002,0.00026632,13.3541,350.1033,53.2549,130.735,0,U,20776,999,13046,0.0,1.31e-06,0.0,42163.83,1436.051,35796.924,35774.466,PAYLOAD,LARGE,UK,1990-08-30,FRGUI,,5176277,322214331,0 SKYNET 4C,1 20776U 90079A   26125.76976086  .00000131  00000-0  00000-0 0  9997,2 20776  13.3541 350.1033 0002663  53.2549 130.7350  1.00275002130461,20776,S20776,-,20776,1990-079A,P,P,Skynet 4C,1990 Aug 30,S20778,BABCK,UK,1990 Aug 30 2306,In Earth orbit,-,2026 May  3 ,1436.064,35774, ,35797, ,13.35, ,GEO/I,20776,1.5525008616388267
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,INSAT 3A,2003-013A,EARTH,TEME,UTC,SGP4,2026-05-06T00:09:38.687328,0.99804225,0.00112713,8.7302,61.4587,327.06,230.9922,0,U,27714,999,8430,0.0,1.22e-06,0.0,42296.317,1442.825,35965.856,35870.509,PAYLOAD,LARGE,IND,2003-04-09,FRGUI,,5176958,322266799,0 INSAT 3A,1 27714U 03013A   26126.00669777  .00000122  00000-0  00000-0 0  9992,2 27714   8.7302  61.4587 0011271 327.0600 230.9922  0.99804225 84305,27714,S27714,-,27714,2003-013A,P,P,Insat 3A,2003 Apr  9,S27717,ISRO,IN,2003 Apr  9 2319,In Earth orbit,-,2026 May  5 ,1442.831,35870, ,35966, ,8.73, ,GEO/ID,27714,1.5536301532360426
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,ARABSAT 2B,1996-063A,EARTH,TEME,UTC,SGP4,2026-05-06T13:05:48.645024,0.99412921,0.0001588,10.4994,49.1839,44.4187,174.2864,0,U,24652,999,10804,0.0,5.9e-07,0.0,42407.234,1448.504,36035.834,36022.365,PAYLOAD,LARGE,AB,1996-11-13,FRGUI,,5177536,322306630,0 ARABSAT 2B,1 24652U 96063A   26126.54570191  .00000059  00000-0  00000+0 0  9995,2 24652  10.4994  49.1839 0001588  44.4187 174.2864  0.99412921108044,24652,S24652,-,24652,1996-063A,P,P,Arabsat IIB,1996 Nov 13,S24655,ARAB,I-ARAB,1996 Nov 13 2259,In Earth orbit,-,2026 May  5 ,1448.513,36022, ,36035, ,10.5, ,GEO/ID,24652,1.5556132500906514
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EXPRESS AM-3,2005-023A,EARTH,TEME,UTC,SGP4,2026-05-06T04:30:41.393376,0.99002898,0.00037557,7.2066,68.5685,248.7433,319.5554,0,U,28707,999,5279,0.0,-2.15e-06,0.0,42524.241,1454.503,36162.077,36130.135,PAYLOAD,LARGE,CIS,2005-06-24,TTMTR,,5176958,322267030,0 EXPRESS AM-3,1 28707U 05023A   26126.18797909 -.00000215  00000-0  00000-0 0  9990,2 28707   7.2066  68.5685 0003756 248.7433 319.5554  0.99002898 52797,28707,S28707,-,28707,2005-023A,P,P,Ekspress AM-3,2005 Jun 24,S28704,KS,RU,2005 Jun 25 0215,In Earth orbit,-,2026 May  5 ,1454.502,36129, ,36162, ,7.2, ,GEO/ID,28707,1.5599493920014424
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,WILDBLUE 1,2006-054A,EARTH,TEME,UTC,SGP4,2026-05-06T11:28:32.190240,1.00271935,0.0001781,2.6957,80.9856,332.9469,231.3506,0,U,29643,999,5337,0.0,-4.1e-07,0.0,42164.69,1436.095,35794.064,35779.045,PAYLOAD,LARGE,US,2006-12-08,FRGUI,,5177655,322309733,0 WILDBLUE 1,1 29643U 06054A   26126.47815035 -.00000041  00000-0  00000+0 0  9994,2 29643   2.6957  80.9856 0001781 332.9469 231.3506  1.00271935 53370,29643,S29643,-,29643,2006-054A,P,P,WildBlue 1,2006 Dec  8,S29645,VIA,US,2006 Dec  8 2234,In Earth orbit,-,2026 May  5 ,1436.096,35779, ,35794, ,2.69, ,GEO/S,29643,1.5622916659072708
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 1G,1997-076A,EARTH,TEME,UTC,SGP4,2026-05-06T01:34:38.461152,0.99040796,0.00052064,9.4108,55.2643,154.2069,39.6783,0,U,25071,999,10395,0.0,-1.6e-06,0.0,42513.392,1453.946,36157.391,36113.123,PAYLOAD,LARGE,SES,1997-12-02,TTMTR,,5176958,322265770,0 ASTRA 1G,1 25071U 97076A   26126.06572293 -.00000160  00000-0  00000-0 0  9993,2 25071   9.4108  55.2643 0005206 154.2069  39.6783  0.99040796103952,25071,S25071,-,25071,1997-076A,P,P      G,Astra 1G,1997 Dec  2,S25074,SESSA,L,1997 Dec  3 0551,In Earth orbit,-,2026 May  5 ,1453.949,36113, ,36157, ,9.41, ,GEO/ID,25071,1.5627329094932465
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GORIZONT 12,1986-044A,EARTH,TEME,UTC,SGP4,2026-05-06T11:31:20.873280,1.00323037,0.0004471,10.1167,321.4174,325.2327,210.4081,0,U,16769,999,14684,0.0,-3.21e-06,0.0,42150.37,1435.363,35791.081,35753.39,PAYLOAD,LARGE,CIS,1986-06-10,TTMTR,,5177294,322301479,0 GORIZONT 12,1 16769U 86044A   26126.48010270 -.00000321  00000-0  00000+0 0  9996,2 16769  10.1167 321.4174 0004471 325.2327 210.4081  1.00323037146847,16769,S16769,-,16769,1986-044A,P,P,Gorizont,1986 Jun 10,S16797,KS,SU,1986 Jun 10 0726?,In Earth orbit,-,2026 May  4 ,1435.354,35753, ,35790, ,10.12, ,GEO/ID,16769,1.564519606139326
