CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,JCSAT 10,2006-033A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:17.107008,1.00272465,0.0002535,0.0312,74.5031,347.3434,109.5909,0,U,29272,999,4732,0.00000000000000,-0.00000337,0.0000000000000,42164.541,1436.087,35797.095,35775.718,PAYLOAD,LARGE,JPN,2006-08-11,FRGUI,,5177648,322309611,0 JCSAT 10,1 29272U 06033A   26126.49742022 -.00000337  00000-0  00000+0 0  9994,2 29272   0.0312  74.5031 0002535 347.3434 109.5909  1.00272465 47329,29272
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EUTE 117 WEST A(SATMEX 8,2013-012A,EARTH,TEME,UTC,SGP4,2026-05-06T10:52:23.139840,1.00272952,0.0002669,0.0313,38.7851,6.3595,225.4752,0,U,39122,999,4801,0.00000000000000,-0.00000005,0.0000000000000,42164.405,1436.08,35797.523,35775.016,PAYLOAD,LARGE,EUTE,2013-03-26,TTMTR,,5177137,322297023,0 EUTE 117 WEST A(SATMEX 8,1 39122U 13012A   26126.45304560 -.00000005  00000-0  00000+0 0  9993,2 39122   0.0313  38.7851 0002669   6.3595 225.4752  1.00272952 48017,39122
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 17,2021-095A,EARTH,TEME,UTC,SGP4,2026-05-06T07:55:38.503200,1.00271423,9.56e-05,0.032,38.9439,39.5115,197.5565,0,U,49332,999,1743,0.00000000000000,-0.00000264,0.0000000000000,42164.833,1436.102,35790.729,35782.667,PAYLOAD,LARGE,SES,2021-10-24,FRGUI,,5177291,322301023,0 SES 17,1 49332U 21095A   26126.33030675 -.00000264  00000-0  00000+0 0  9994,2 49332   0.0320  38.9439 0000956  39.5115 197.5565  1.00271423 17431,49332
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,QUETZSAT 1,2011-054A,EARTH,TEME,UTC,SGP4,2026-05-06T11:03:44.550720,1.00270936,0.000321,0.0321,55.018,12.9249,245.3207,0,U,37826,999,4945,0.00000000000000,-0.00000234,0.0000000000000,42164.97,1436.109,35800.37,35773.3,PAYLOAD,LARGE,MEX,2011-09-29,TTMTR,,5177120,322296314,0 QUETZSAT 1,1 37826U 11054A   26126.46093230 -.00000234  00000-0  00000+0 0  9990,2 37826   0.0321  55.0180 0003210  12.9249 245.3207  1.00270936 49459,37826
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 14,2018-012B,EARTH,TEME,UTC,SGP4,2026-05-06T11:12:13.737024,1.00268663,0.000106,0.0321,44.8706,3.7746,296.2477,0,U,43175,999,660,0.00000000000000,-0.00000271,0.0000000000000,42165.607,1436.142,35791.942,35783.003,PAYLOAD,LARGE,SES,2018-01-25,FRGUI,,5177192,322298771,0 SES 14,1 43175U 18012B   26126.46682566 -.00000271  00000-0  00000+0 0  9992,2 43175   0.0321  44.8706 0001060   3.7746 296.2477  1.00268663  6602,43175
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,STARONE C4,2015-034B,EARTH,TEME,UTC,SGP4,2026-05-06T11:05:44.359008,1.0027289,0.0002966,0.0321,13.6925,34.748,272.3243,0,U,40733,999,3959,0.00000000000000,-0.00000257,0.0000000000000,42164.422,1436.081,35798.793,35773.781,PAYLOAD,LARGE,BRAZ,2015-07-15,FRGUI,,5177162,322297871,0 STARONE C4,1 40733U 15034B   26126.46231897 -.00000257  00000-0  00000+0 0  9991,2 40733   0.0321  13.6925 0002966  34.7480 272.3243  1.00272890 39598,40733
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,AT&T T-16,2019-034A,EARTH,TEME,UTC,SGP4,2026-05-06T10:57:00.196992,1.00270836,6.24e-05,0.0324,90.4086,95.6173,101.6846,0,U,44333,999,2521,0.00000000000000,-0.00000107,0.0000000000000,42164.998,1436.11,35789.494,35784.232,PAYLOAD,LARGE,US,2019-06-20,FRGUI,,5177214,322299048,0 AT&T T-16,1 44333U 19034A   26126.45625228 -.00000107  00000-0  00000+0 0  9993,2 44333   0.0324  90.4086 0000624  95.6173 101.6846  1.00270836 25211,44333
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,MEASAT 3D,2022-067B,EARTH,TEME,UTC,SGP4,2026-05-06T13:11:51.751392,1.00271979,0.0002457,0.0328,351.8287,12.0552,150.0115,0,U,52904,999,1423,0.00000000000000,-0.00000234,0.0000000000000,42164.678,1436.094,35796.902,35776.183,PAYLOAD,LARGE,MALA,2022-06-22,FRGUI,,5177406,322302947,0 MEASAT 3D,1 52904U 22067B   26126.54990453 -.00000234  00000-0  00000+0 0  9992,2 52904   0.0328 351.8287 0002457  12.0552 150.0115  1.00271979 14231,52904
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,THOR 6,2009-058B,EARTH,TEME,UTC,SGP4,2026-05-06T08:00:08.142048,1.00271426,0.000223,0.033,98.8363,328.3107,276.2439,0,U,36033,999,6058,0.00000000000000,-0.00000002,0.0000000000000,42164.833,1436.102,35796.1,35777.295,PAYLOAD,LARGE,NOR,2009-10-29,FRGUI,,5177093,322295951,0 THOR 6,1 36033U 09058B   26126.33342757 -.00000002  00000-0  00000+0 0  9990,2 36033   0.0330  98.8363 0002230 328.3107 276.2439  1.00271426 60586,36033
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ECHOSTAR 15,2010-034A,EARTH,TEME,UTC,SGP4,2026-05-06T10:51:53.188416,1.00271478,0.0002114,0.0336,77.6734,334.5405,216.2755,0,U,36792,999,5790,0.00000000000000,0.00000007,0.0000000000000,42164.818,1436.101,35795.597,35777.769,PAYLOAD,LARGE,US,2010-07-10,TTMTR,,5177105,322296619,0 ECHOSTAR 15,1 36792U 10034A   26126.45269894  .00000007  00000-0  00000+0 0  9995,2 36792   0.0336  77.6734 0002114 334.5405 216.2755  1.00271478 57906,36792
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,DIRECTV 15,2015-026A,EARTH,TEME,UTC,SGP4,2026-05-06T10:56:22.758144,1.00269025,7.8e-06,0.0339,90.6689,12.3159,182.557,0,U,40663,999,4004,0.00000000000000,-0.00000094,0.0000000000000,42165.506,1436.136,35787.7,35787.042,PAYLOAD,LARGE,US,2015-05-27,FRGUI,,5177161,322297359,0 DIRECTV 15,1 40663U 15026A   26126.45581896 -.00000094  00000-0  00000+0 0  9999,2 40663   0.0339  90.6689 0000078  12.3159 182.5570  1.00269025 40041,40663
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,AMAZONAS 5,2017-053A,EARTH,TEME,UTC,SGP4,2026-05-06T09:25:39.151200,1.00274753,0.0004029,0.0341,314.2915,57.7907,292.5974,0,U,42934,999,3162,0.00000000000000,-0.00000275,0.0000000000000,42163.9,1436.054,35802.753,35768.777,PAYLOAD,LARGE,BRAZ,2017-09-11,TTMTR,,5177188,322298223,0 AMAZONAS 5,1 42934U 17053A   26126.39281425 -.00000275  00000-0  00000+0 0  9993,2 42934   0.0341 314.2915 0004029  57.7907 292.5974  1.00274753 31626,42934
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,XM-8,2021-049A,EARTH,TEME,UTC,SGP4,2026-05-06T11:01:29.765856,1.00271232,0.0004669,0.0342,43.5615,356.7549,264.2446,0,U,48838,999,1816,0.00000000000000,-0.00000198,0.0000000000000,42164.887,1436.105,35806.439,35767.065,PAYLOAD,LARGE,US,2021-06-06,AFETR,,5177283,322300409,0 XM-8,1 48838U 21049A   26126.45937229 -.00000198  00000-0  00000+0 0  9993,2 48838   0.0342  43.5615 0004669 356.7549 264.2446  1.00271232 18162,48838
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,TURKSAT 6A,2024-127A,EARTH,TEME,UTC,SGP4,2026-05-06T03:04:18.006816,1.00271387,6.318e-05,0.035,189.4874,223.5964,258.9781,0,U,60233,999,659,0.00000000000000,0.00000154,0.0000000000000,42164.844,1436.103,35789.372,35784.045,PAYLOAD,LARGE,TURK,2024-07-08,AFETR,,5176958,322284001,0 TURKSAT 6A,1 60233U 24127A   26126.12798619  .00000154  00000-0  00000-0 0  9990,2 60233   0.0350 189.4874 0000632 223.5964 258.9781  1.00271387  6596,60233
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,CMS 03,2025-249B,EARTH,TEME,UTC,SGP4,2026-05-06T13:40:46.735968,1.00271073,0.0002733,0.035,257.5932,135.1605,110.8565,0,U,66311,999,193,0.00000000000000,-0.00000069,0.0000000000000,42164.932,1436.107,35798.32,35775.273,PAYLOAD,,IND,2025-11-02,SRI,,5177323,322293214,0 CMS 03,1 66311U 25249B   26126.56998537 -.00000069  00000-0  00000+0 0  9993,2 66311   0.0350 257.5932 0002733 135.1605 110.8565  1.00271073  1936,66311
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,LAOSAT 1,2015-067A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:17.113920,1.0027005,0.0002067,0.0358,91.0115,284.5809,156.3474,0,U,41034,999,3844,0.00000000000000,-0.00000335,0.0000000000000,42165.218,1436.122,35795.799,35778.368,PAYLOAD,LARGE,LAOS,2015-11-20,XSC,,5177165,322297415,0 LAOSAT 1,1 41034U 15067A   26126.49742030 -.00000335  00000-0  00000+0 0  9998,2 41034   0.0358  91.0115 0002067 284.5809 156.3474  1.00270050 38442,41034
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,NIMIQ 5,2009-050A,EARTH,TEME,UTC,SGP4,2026-05-06T11:04:59.431008,1.00271149,0.0003251,0.0358,90.7406,328.8294,258.3079,0,U,35873,999,6092,0.00000000000000,-0.00000249,0.0000000000000,42164.91,1436.106,35800.483,35773.067,PAYLOAD,LARGE,CA,2009-09-17,TTMTR,,5177089,322295877,0 NIMIQ 5,1 35873U 09050A   26126.46179897 -.00000249  00000-0  00000+0 0  9993,2 35873   0.0358  90.7406 0003251 328.8294 258.3079  1.00271149 60923,35873
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TJS-9,2021-135A,EARTH,TEME,UTC,SGP4,2026-05-06T12:04:53.687424,1.00268048,0.0004805,0.0361,27.2183,53.6337,101.9037,0,U,50574,999,1601,0.00000000000000,-0.00000292,0.0000000000000,42165.78,1436.15,35807.905,35767.384,PAYLOAD,LARGE,PRC,2021-12-29,XSC,,5177299,322301555,0 TJS-9,1 50574U 21135A   26126.50339916 -.00000292  00000-0  00000+0 0  9999,2 50574   0.0361  27.2183 0004805  53.6337 101.9037  1.00268048 16018,50574
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,MEV-2,2020-056B,EARTH,TEME,UTC,SGP4,2026-05-06T09:53:00.401280,1.00262247,0.0001167,0.0364,70.4054,20.4371,280.6287,0,U,46113,999,8013,0.00000000000000,-0.00000005,0.0000000000000,42167.406,1436.234,35794.192,35784.35,PAYLOAD,LARGE,US,2020-08-15,FRGUI,,5177246,322299439,0 MEV-2,1 46113U 20056B   26126.41181020 -.00000005  00000-0  00000+0 0  9997,2 46113   0.0364  70.4054 0001167  20.4371 280.6287  1.00262247 80131,46113
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,INTELSAT 1002,2004-022A,EARTH,TEME,UTC,SGP4,2026-05-06T09:53:00.401280,1.00262247,0.0001167,0.0364,70.4054,20.4371,280.6287,0,U,28358,999,8013,0.00000000000000,-0.00000005,0.0000000000000,42167.406,1436.234,35794.192,35784.35,PAYLOAD,LARGE,ITSO,2004-06-16,TTMTR,,5177730,322310874,0 INTELSAT 1002,1 28358U 04022A   26126.41181020 -.00000005  00000-0  00000+0 0  9993,2 28358   0.0364  70.4054 0001167  20.4371 280.6287  1.00262247 80132,28358
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,HIMAWARI 9,2016-064A,EARTH,TEME,UTC,SGP4,2026-05-06T12:06:57.096864,1.0027062,0.0001408,0.0376,127.8467,306.7665,112.2673,0,U,41836,999,3479,0.00000000000000,-0.00000267,0.0000000000000,42165.059,1436.114,35792.86,35780.987,PAYLOAD,LARGE,JPN,2016-11-02,TNSTA,,5177178,322298075,0 HIMAWARI 9,1 41836U 16064A   26126.50482751 -.00000267  00000-0  00000+0 0  9993,2 41836   0.0376 127.8467 0001408 306.7665 112.2673  1.00270620 34794,41836
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TURKMENALEM 52E/MONACOSA,2015-023A,EARTH,TEME,UTC,SGP4,2026-05-06T09:57:51.062112,1.00271835,0.0003226,0.0379,83.2752,324.0931,18.384,0,U,40617,999,4042,0.00000000000000,0.00000112,0.0000000000000,42164.718,1436.096,35800.185,35772.981,PAYLOAD,LARGE,TMMC,2015-04-27,AFETR,,5177161,322297357,0 TURKMENALEM 52E/MONACOSA,1 40617U 15023A   26126.41517433  .00000112  00000-0  00000+0 0  9997,2 40617   0.0379  83.2752 0003226 324.0931  18.3840  1.00271835 40422,40617
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GOES 18,2022-021A,EARTH,TEME,UTC,SGP4,2026-05-06T12:27:38.651904,1.00271289,6.6e-05,0.0383,82.4404,16.9035,174.9541,0,U,51850,999,617,0.00000000000000,0.00000104,0.0000000000000,42164.871,1436.104,35789.519,35783.953,PAYLOAD,LARGE,US,2022-03-01,AFETR,,5177309,322301682,0 GOES 18,1 51850U 22021A   26126.51919736  .00000104  00000-0  00000+0 0  9998,2 51850   0.0383  82.4404 0000660  16.9035 174.9541  1.00271289  6178,51850
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,CHINASAT 2D,2019-001A,EARTH,TEME,UTC,SGP4,2026-05-06T12:10:38.692128,1.00271001,8.02e-05,0.0392,27.5413,350.4471,159.0614,0,U,43920,999,5366,0.00000000000000,-0.00000329,0.0000000000000,42164.952,1436.108,35790.198,35783.435,PAYLOAD,LARGE,PRC,2019-01-10,XSC,,5177209,322298982,0 CHINASAT 2D,1 43920U 19001A   26126.50739227 -.00000329  00000-0  00000+0 0  9995,2 43920   0.0392  27.5413 0000802 350.4471 159.0614  1.00271001 53668,43920
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,CMS-02,2022-067A,EARTH,TEME,UTC,SGP4,2026-05-06T03:16:01.881696,1.00269914,0.00019196,0.0399,102.0445,264.6945,349.2602,0,U,52903,999,1418,0.00000000000000,-0.00000156,0.0000000000000,42165.257,1436.124,35795.215,35779.028,PAYLOAD,LARGE,IND,2022-06-22,FRGUI,,5176958,322278749,0 CMS-02,1 52903U 22067A   26126.13613289 -.00000156  00000-0  00000-0 0  9999,2 52903   0.0399 102.0445 0001920 264.6945 349.2602  1.00269914 14188,52903
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,NUSANTARA SATU,2019-009A,EARTH,TEME,UTC,SGP4,2026-05-06T07:59:38.747040,1.00270718,0.0003708,0.0406,120.1272,339.5933,30.4113,0,U,44048,999,2635,0.00000000000000,-0.00000227,0.0000000000000,42165.031,1436.112,35802.531,35771.261,PAYLOAD,LARGE,INDO,2019-02-22,AFETR,,5177211,322299009,0 NUSANTARA SATU,1 44048U 19009A   26126.33308735 -.00000227  00000-0  00000+0 0  9999,2 44048   0.0406 120.1272 0003708 339.5933  30.4113  1.00270718 26354,44048
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INMARSAT GX5,2019-080B,EARTH,TEME,UTC,SGP4,2026-05-06T08:36:38.744928,1.00275888,0.0002193,0.041,349.7404,52.9736,321.695,0,U,44801,999,636,0.00000000000000,0.00000083,0.0000000000000,42163.582,1436.038,35794.693,35776.2,PAYLOAD,LARGE,IM,2019-11-26,FRGUI,,5177222,322299144,0 INMARSAT GX5,1 44801U 19080B   26126.35878177  .00000083  00000-0  00000+0 0  9998,2 44801   0.0410 349.7404 0002193  52.9736 321.6950  1.00275888  6362,44801
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,JCSAT 12,2009-044A,EARTH,TEME,UTC,SGP4,2026-05-06T12:03:23.828832,1.00271858,6.39e-05,0.041,83.9,273.0236,180.3513,0,U,35755,999,6119,0.00000000000000,-0.00000320,0.0000000000000,42164.711,1436.096,35789.271,35783.882,PAYLOAD,LARGE,JPN,2009-08-21,FRGUI,,5177084,322295816,0 JCSAT 12,1 35755U 09044A   26126.50235913 -.00000320  00000-0  00000+0 0  9992,2 35755   0.0410  83.9000 0000639 273.0236 180.3513  1.00271858 61193,35755
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,KAZSAT 2,2011-035B,EARTH,TEME,UTC,SGP4,2026-05-06T08:25:05.747808,1.00274205,0.0001522,0.0412,268.4988,198.563,329.9462,0,U,37749,999,5297,0.00000000000000,-0.00000190,0.0000000000000,42164.054,1436.062,35792.336,35779.501,PAYLOAD,LARGE,KAZ,2011-07-15,TTMTR,,5177118,322296288,0 KAZSAT 2,1 37749U 11035B   26126.35076097 -.00000190  00000-0  00000+0 0  9994,2 37749   0.0412 268.4988 0001522 198.5630 329.9462  1.00274205 52975,37749
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 2E,2021-071A,EARTH,TEME,UTC,SGP4,2026-05-06T13:21:08.131968,1.00271561,0.000226,0.0419,41.3995,86.059,35.3117,0,U,49062,999,1762,0.00000000000000,-0.00000284,0.0000000000000,42164.795,1436.1,35796.189,35777.131,PAYLOAD,LARGE,PRC,2021-08-05,XSC,,5177377,322302600,0 CHINASAT 2E,1 49062U 21071A   26126.55634412 -.00000284  00000-0  00000+0 0  9993,2 49062   0.0419  41.3995 0002260  86.0590  35.3117  1.00271561 17625,49062
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,NIMIQ 6,2012-026A,EARTH,TEME,UTC,SGP4,2026-05-06T10:59:44.935008,1.00272033,0.0002828,0.0419,80.8858,326.1185,251.1553,0,U,38342,999,4999,0.00000000000000,-0.00000166,0.0000000000000,42164.662,1436.093,35798.452,35774.603,PAYLOAD,LARGE,CA,2012-05-17,TTMTR,,5177127,322296398,0 NIMIQ 6,1 38342U 12026A   26126.45815897 -.00000166  00000-0  00000+0 0  9998,2 38342   0.0419  80.8858 0002828 326.1185 251.1553  1.00272033 49990,38342
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,CHINASAT 1E,2022-112A,EARTH,TEME,UTC,SGP4,2026-05-06T11:48:55.219392,1.00271645,0.0001032,0.0425,41.5196,312.5861,128.8864,0,U,53813,999,1343,0.00000000000000,-0.00000142,0.0000000000000,42164.771,1436.099,35790.988,35782.285,PAYLOAD,LARGE,PRC,2022-09-13,WSC,,5177431,322303266,0 CHINASAT 1E,1 53813U 22112A   26126.49230578 -.00000142  00000-0  00000+0 0  9990,2 53813   0.0425  41.5196 0001032 312.5861 128.8864  1.00271645 13435,53813
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,ASTRA 4A (SIRIUS 4),2007-057A,EARTH,TEME,UTC,SGP4,2026-05-06T04:36:25.843392,1.0027064,0.00024986,0.0427,70.2613,336.1862,251.5348,0,U,32299,999,5122,0.00000000000000,0.00000040,0.0000000000000,42165.053,1436.113,35797.453,35776.383,PAYLOAD,LARGE,SES,2007-11-17,TTMTR,,5176958,322269066,0 ASTRA 4A (SIRIUS 4),1 32299U 07057A   26126.19196578  .00000040  00000-0  00000-0 0  9991,2 32299   0.0427  70.2613 0002499 336.1862 251.5348  1.00270640 51220,32299
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,CHINASAT 3B,2025-106A,EARTH,TEME,UTC,SGP4,2026-05-06T12:13:27.960096,1.00272179,0.0001994,0.0427,63.7392,13.2456,138.042,0,U,64062,999,364,0.00000000000000,-0.00000037,0.0000000000000,42164.622,1436.091,35794.894,35778.079,PAYLOAD,LARGE,PRC,2025-05-20,WSC,,5177763,322311811,0 CHINASAT 3B,1 64062U 25106A   26126.50935139 -.00000037  00000-0  00000+0 0  9994,2 64062   0.0427  63.7392 0001994  13.2456 138.0420  1.00272179  3647,64062
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-04T19:56:17,18 SPCS,COSMOS 2589,2025-131A,EARTH,TEME,UTC,SGP4,2026-05-04T17:02:22.214976,1.00269464,0.0001265,0.0429,1.3629,140.926,73.8976,0,U,64467,999,312,0.00000000000000,-0.00000283,0.0000000000000,42165.383,1436.13,35792.582,35781.914,PAYLOAD,LARGE,CIS,2025-06-19,PKMTR,,5173038,322100353,0 COSMOS 2589,1 64467U 25131A   26124.70997934 -.00000283  00000-0  00000+0 0  9995,2 64467   0.0429   1.3629 0001265 140.9260  73.8976  1.00269464  3129,64467
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,BADR 7,2015-065B,EARTH,TEME,UTC,SGP4,2026-05-06T11:33:04.238784,1.00269758,0.000217,0.0431,245.9591,329.2571,208.4026,0,U,41029,999,3834,0.00000000000000,0.00000152,0.0000000000000,42165.3,1436.126,35796.315,35778.015,PAYLOAD,LARGE,AB,2015-11-10,FRGUI,,5177165,322297414,0 BADR 7,1 41029U 15065B   26126.48129906  .00000152  00000-0  00000+0 0  9996,2 41029   0.0431 245.9591 0002170 329.2571 208.4026  1.00269758 38348,41029
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,HOTBIRD 13G,2022-146A,EARTH,TEME,UTC,SGP4,2026-05-06T08:04:07.760352,1.00270031,0.0002082,0.0433,241.5904,294.8284,181.8144,0,U,54225,999,704,0.00000000000000,0.00000095,0.0000000000000,42165.224,1436.122,35795.867,35778.31,PAYLOAD,LARGE,EUTE,2022-11-03,AFETR,,5177449,322304488,0 HOTBIRD 13G,1 54225U 22146A   26126.33620093  .00000095  00000-0  00000+0 0  9999,2 54225   0.0433 241.5904 0002082 294.8284 181.8144  1.00270031  7046,54225
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,BSAT-3C,2011-041B,EARTH,TEME,UTC,SGP4,2026-05-06T11:57:09.429120,1.00271462,2.9e-05,0.0436,62.2174,62.0544,29.3468,0,U,37776,999,5005,0.00000000000000,-0.00000343,0.0000000000000,42164.823,1436.102,35787.91,35785.465,PAYLOAD,LARGE,JPN,2011-08-06,FRGUI,,5177119,322296797,0 BSAT-3C,1 37776U 11041B   26126.49802580 -.00000343  00000-0  00000+0 0  9990,2 37776   0.0436  62.2174 0000290  62.0544  29.3468  1.00271462 50054,37776
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T07:56:53,18 SPCS,HG-02,2024-135A,EARTH,TEME,UTC,SGP4,2026-05-05T20:45:23.484096,1.00272066,0.0008367,0.0438,359.9131,3.4856,324.7981,0,U,60327,999,707,0.00000000000000,-0.00000165,0.0000000000000,42164.653,1436.093,35821.797,35751.239,PAYLOAD,LARGE,PRC,2024-08-01,XSC,,5176790,322255359,0 HG-02,1 60327U 24135A   26125.86485514 -.00000165  00000-0  00000+0 0  9992,2 60327   0.0438 359.9131 0008367   3.4856 324.7981  1.00272066  7078,60327
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GEO-KOMPSAT-2A,2018-100A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:14.450208,1.00271303,0.0002306,0.0439,97.0293,337.0158,97.6469,0,U,43823,999,2721,0.00000000000000,-0.00000336,0.0000000000000,42164.867,1436.104,35796.455,35777.009,PAYLOAD,LARGE,SKOR,2018-12-04,FRGUI,,5177207,322298458,0 GEO-KOMPSAT-2A,1 43823U 18100A   26126.49738947 -.00000336  00000-0  00000+0 0  9990,2 43823   0.0439  97.0293 0002306 337.0158  97.6469  1.00271303 27216,43823
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,NUSANTARA TIGA,2023-086A,EARTH,TEME,UTC,SGP4,2026-05-06T12:28:10.516224,1.00269226,0.0004549,0.0439,319.173,22.047,216.2072,0,U,57045,999,934,0.00000000000000,-0.00000227,0.0000000000000,42165.449,1436.134,35806.495,35768.133,PAYLOAD,LARGE,INDO,2023-06-18,AFETR,,5177529,322306497,0 NUSANTARA TIGA,1 57045U 23086A   26126.51956616 -.00000227  00000-0  00000+0 0  9997,2 57045   0.0439 319.1730 0004549  22.0470 216.2072  1.00269226  9344,57045
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,SES 12,2018-049A,EARTH,TEME,UTC,SGP4,2026-05-06T13:11:51.751392,1.00271973,0.0001145,0.0442,70.5396,253.5391,193.3099,0,U,43488,999,2900,0.00000000000000,-0.00000262,0.0000000000000,42164.679,1436.094,35791.372,35781.716,PAYLOAD,LARGE,SES,2018-06-04,AFETR,,5177361,322302383,0 SES 12,1 43488U 18049A   26126.54990453 -.00000262  00000-0  00000+0 0  9995,2 43488   0.0442  70.5396 0001145 253.5391 193.3099  1.00271973 29003,43488
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,HG-03,2024-181A,EARTH,TEME,UTC,SGP4,2026-05-06T00:47:38.615712,1.00271881,0.00012281,0.0447,5.7667,101.6194,51.3015,0,U,61503,999,640,0.00000000000000,-0.00000233,0.0000000000000,42164.705,1436.096,35791.748,35781.392,PAYLOAD,LARGE,PRC,2024-10-10,XSC,,5176958,322285025,0 HG-03,1 61503U 24181A   26126.03308583 -.00000233  00000-0  00000-0 0  9997,2 61503   0.0447   5.7667 0001228 101.6194  51.3015  1.00271881  6401,61503
