CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,NORAD_KEY
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,GSAT 20,2024-214A,EARTH,TEME,UTC,SGP4,2026-05-06T11:06:53.550720,1.00271176,0.0001744,0.0114,230.4137,210.4851,18.113,0,U,62028,999,548,0.00000000000000,-0.00000012,0.0000000000000,42164.903,1436.106,35794.121,35779.414,PAYLOAD,,IND,2024-11-18,AFETR,,5177648,322309116,0 GSAT 20,1 62028U 24214A   26126.46311980 -.00000012  00000-0  00000+0 0  9993,2 62028   0.0114 230.4137 0001744 210.4851  18.1130  1.00271176  5489,62028
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,SES 19,2023-038B,EARTH,TEME,UTC,SGP4,2026-05-06T12:27:38.651904,1.00272369,0.0001923,0.0117,340.2378,67.0544,229.0993,0,U,55971,999,1167,0.00000000000000,0.00000095,0.0000000000000,42164.568,1436.089,35794.541,35778.325,PAYLOAD,LARGE,SES,2023-03-17,AFETR,,5177498,322305103,0 SES 19,1 55971U 23038B   26126.51919736  .00000095  00000-0  00000+0 0  9994,2 55971   0.0117 340.2378 0001923  67.0544 229.0993  1.00272369 11675,55971
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,OVZON-3,2024-003A,EARTH,TEME,UTC,SGP4,2026-05-06T11:42:48.306240,1.002732,2.39e-05,0.0117,211.1345,236.6933,11.9478,0,U,58698,999,703,0.00000000000000,0.00000059,0.0000000000000,42164.335,1436.077,35787.208,35785.193,PAYLOAD,LARGE,SWED,2024-01-03,AFETR,,5177576,322307636,0 OVZON-3,1 58698U 24003A   26126.48805910  .00000059  00000-0  00000+0 0  9990,2 58698   0.0117 211.1345 0000239 236.6933  11.9478  1.00273200  7035,58698
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-05T22:46:21,18 SPCS,USA 342,2023-008A,EARTH,TEME,UTC,SGP4,2026-05-05T06:27:06.499008,1.00272078,2.93e-05,0.0119,146.9968,104.4324,92.3097,0,U,55263,999,1208,0.00000000000000,0.00000146,0.0000000000000,42164.65,1436.093,35787.75,35785.279,PAYLOAD,,US,2023-01-15,AFETR,,5175833,322197556,0 USA 342,1 55263U 23008A   26125.26882522  .00000146  00000-0  00000+0 0  9995,2 55263   0.0119 146.9968 0000293 104.4324  92.3097  1.00272078 12087,55263
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,EUTELSAT QUANTUM,2021-069B,EARTH,TEME,UTC,SGP4,2026-05-06T11:39:18.641088,1.00272705,0.0002387,0.012,323.4528,80.0872,43.3434,0,U,49056,999,1751,0.00000000000000,0.00000134,0.0000000000000,42164.474,1436.084,35796.404,35776.274,PAYLOAD,LARGE,EUTE,2021-07-30,FRGUI,,5177377,322302597,0 EUTELSAT QUANTUM,1 49056U 21069B   26126.48563242  .00000134  00000-0  00000+0 0  9990,2 49056   0.0120 323.4528 0002387  80.0872  43.3434  1.00272705 17510,49056
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 31,2016-035A,EARTH,TEME,UTC,SGP4,2026-05-06T10:58:37.542144,1.00270846,0.0001849,0.0121,246.2259,35.887,11.8202,0,U,41581,999,3626,0.00000000000000,-0.00000143,0.0000000000000,42164.995,1436.11,35794.657,35779.064,PAYLOAD,LARGE,ITSO,2016-06-09,TTMTR,,5177174,322298024,0 INTELSAT 31,1 41581U 16035A   26126.45737896 -.00000143  00000-0  00000+0 0  9998,2 41581   0.0121 246.2259 0001849  35.8870  11.8202  1.00270846 36267,41581
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SIRIUS FM-5,2009-034A,EARTH,TEME,UTC,SGP4,2026-05-06T11:01:07.301856,1.00270618,2.43e-05,0.0121,280.5566,329.118,53.7788,0,U,35493,999,4622,0.00000000000000,-0.00000192,0.0000000000000,42165.059,1436.114,35787.949,35785.9,PAYLOAD,LARGE,US,2009-06-30,TTMTR,,5177345,322295165,0 SIRIUS FM-5,1 35493U 09034A   26126.45911229 -.00000192  00000-0  00000+0 0  9992,2 35493   0.0121 280.5566 0000243 329.1180  53.7788  1.00270618 46222,35493
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,DIRECTV 14,2014-078B,EARTH,TEME,UTC,SGP4,2026-05-06T11:23:05.053920,1.00271535,4.24e-05,0.0124,307.0701,192.8666,155.9399,0,U,40333,999,4162,0.00000000000000,-0.00000118,0.0000000000000,42164.802,1436.1,35788.455,35784.879,PAYLOAD,LARGE,US,2014-12-06,FRGUI,,5177155,322297288,0 DIRECTV 14,1 40333U 14078B   26126.47436405 -.00000118  00000-0  00000+0 0  9993,2 40333   0.0124 307.0701 0000424 192.8666 155.9399  1.00271535 41626,40333
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T15:06:46,18 SPCS,VINASAT 1,2008-018A,EARTH,TEME,UTC,SGP4,2026-05-06T12:03:23.828832,1.00269986,0.0002069,0.0124,300.1341,135.7818,101.2516,0,U,32767,999,6617,0.00000000000000,-0.00000321,0.0000000000000,42165.236,1436.123,35795.825,35778.377,PAYLOAD,LARGE,VTNM,2008-04-18,FRGUI,,5177793,322312733,0 VINASAT 1,1 32767U 08018A   26126.50235913 -.00000321  00000-0  00000+0 0  9993,2 32767   0.0124 300.1341 0002069 135.7818 101.2516  1.00269986 66173,32767
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ES'HAIL 2,2018-090A,EARTH,TEME,UTC,SGP4,2026-05-06T11:32:56.752224,1.00271961,0.0001646,0.0125,273.491,160.4904,349.408,0,U,43700,999,2725,0.00000000000000,0.00000152,0.0000000000000,42164.683,1436.094,35793.488,35779.607,PAYLOAD,,QAT,2018-11-15,AFETR,,5177204,322298422,0 ES'HAIL 2,1 43700U 18090A   26126.48121241  .00000152  00000-0  00000+0 0  9999,2 43700   0.0125 273.4910 0001646 160.4904 349.4080  1.00271961 27252,43700
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ASIASAT 9,2017-057A,EARTH,TEME,UTC,SGP4,2026-05-06T12:00:31.605984,1.00270864,0.0002319,0.0125,300.0856,101.6422,124.8815,0,U,42942,999,3144,0.00000000000000,-0.00000352,0.0000000000000,42164.99,1436.11,35796.633,35777.077,PAYLOAD,LARGE,AC,2017-09-28,TTMTR,,5177188,322298724,0 ASIASAT 9,1 42942U 17057A   26126.50036581 -.00000352  00000-0  00000+0 0  9996,2 42942   0.0125 300.0856 0002319 101.6422 124.8815  1.00270864 31443,42942
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 21,2012-045A,EARTH,TEME,UTC,SGP4,2026-05-06T11:09:14.025024,1.0027116,0.0002076,0.0126,24.9727,33.2145,275.45,0,U,38749,999,5010,0.00000000000000,-0.00000277,0.0000000000000,42164.907,1436.106,35795.526,35778.019,PAYLOAD,LARGE,ITSO,2012-08-19,SEAL,,5177132,322296457,0 INTELSAT 21,1 38749U 12045A   26126.46474566 -.00000277  00000-0  00000+0 0  9998,2 38749   0.0126  24.9727 0002076  33.2145 275.4500  1.00271160 50103,38749
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INMARSAT 5-F2,2015-005A,EARTH,TEME,UTC,SGP4,2026-05-06T11:09:58.953024,1.00269242,3.86e-05,0.0127,289.6784,232.3674,174.7484,0,U,40384,999,4057,0.00000000000000,-0.00000278,0.0000000000000,42165.445,1436.133,35788.937,35785.682,PAYLOAD,LARGE,IM,2015-02-01,TTMTR,,5177157,322297308,0 INMARSAT 5-F2,1 40384U 15005A   26126.46526566 -.00000278  00000-0  00000+0 0  9994,2 40384   0.0127 289.6784 0000386 232.3674 174.7484  1.00269242 40576,40384
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SKY MUSTER 2,2016-060B,EARTH,TEME,UTC,SGP4,2026-05-06T11:47:38.796000,1.00271499,0.0001734,0.0128,274.1247,130.9662,140.9958,0,U,41794,999,3510,0.00000000000000,-0.00000236,0.0000000000000,42164.812,1436.101,35793.989,35779.366,PAYLOAD,LARGE,AUS,2016-10-05,FRGUI,,5177177,322298067,0 SKY MUSTER 2,1 41794U 16060B   26126.49142125 -.00000236  00000-0  00000+0 0  9994,2 41794   0.0128 274.1247 0001734 130.9662 140.9958  1.00271499 35105,41794
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EXPRESS 103,2020-053A,EARTH,TEME,UTC,SGP4,2026-05-06T13:55:23.155104,1.00272827,3.37e-05,0.0128,285.6561,87.2236,156.92,0,U,45985,999,2123,0.00000000000000,-0.00000273,0.0000000000000,42164.44,1436.082,35787.726,35784.884,PAYLOAD,LARGE,CIS,2020-07-30,TTMTR,,5177244,322299917,0 EXPRESS 103,1 45985U 20053A   26126.58012911 -.00000273  00000-0  00000+0 0  9997,2 45985   0.0128 285.6561 0000337  87.2236 156.9200  1.00272827 21238,45985
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ECHOSTAR 18,2016-039B,EARTH,TEME,UTC,SGP4,2026-05-06T09:25:31.662048,1.00272601,0.0001658,0.0129,275.5661,138.4969,250.2182,0,U,41592,999,3620,0.00000000000000,-0.00000274,0.0000000000000,42164.503,1436.085,35793.359,35779.377,PAYLOAD,LARGE,US,2016-06-18,FRGUI,,5177174,322298027,0 ECHOSTAR 18,1 41592U 16039B   26126.39272757 -.00000274  00000-0  00000+0 0  9992,2 41592   0.0129 275.5661 0001658 138.4969 250.2182  1.00272601 36207,41592
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,JCSAT 16,2016-050A,EARTH,TEME,UTC,SGP4,2026-05-06T08:41:26.678976,1.00271029,0.0001259,0.0129,274.539,147.8102,76.1898,0,U,41729,999,3565,0.00000000000000,-0.00000243,0.0000000000000,42164.944,1436.108,35792.117,35781.5,PAYLOAD,LARGE,JPN,2016-08-14,AFETR,,5177176,322298052,0 JCSAT 16,1 41729U 16050A   26126.36211434 -.00000243  00000-0  00000+0 0  9995,2 41729   0.0129 274.5390 0001259 147.8102  76.1898  1.00271029 35657,41729
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EDRS-C,2019-049A,EARTH,TEME,UTC,SGP4,2026-05-06T12:06:57.126240,1.00270696,0.0001221,0.013,234.5959,186.3591,127.65,0,U,44475,999,2479,0.00000000000000,-0.00000254,0.0000000000000,42165.037,1436.113,35792.051,35781.754,PAYLOAD,SMALL,ESA,2019-08-06,FRGUI,,5177216,322299571,0 EDRS-C,1 44475U 19049A   26126.50482785 -.00000254  00000-0  00000+0 0  9994,2 44475   0.0130 234.5959 0001221 186.3591 127.6500  1.00270696 24790,44475
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,GSAT 14,2014-001A,EARTH,TEME,UTC,SGP4,2026-05-06T10:04:12.951840,1.00278347,0.0001436,0.0131,254.7214,108.5246,86.1101,0,U,39498,999,4495,0.00000000000000,-0.00000071,0.0000000000000,42162.892,1436.003,35790.812,35778.703,PAYLOAD,LARGE,IND,2014-01-05,SRI,,5177141,322297111,0 GSAT 14,1 39498U 14001A   26126.41959435 -.00000071  00000-0  00000+0 0  9994,2 39498   0.0131 254.7214 0001436 108.5246  86.1101  1.00278347 44956,39498
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EXPRESS AMU1,2015-082A,EARTH,TEME,UTC,SGP4,2026-05-06T11:35:56.464224,1.0027249,0.0002933,0.0131,273.7235,129.5004,31.2263,0,U,41191,999,3784,0.00000000000000,0.00000163,0.0000000000000,42164.534,1436.087,35798.766,35774.032,PAYLOAD,LARGE,CIS,2015-12-24,TTMTR,,5177169,322297462,0 EXPRESS AMU1,1 41191U 15082A   26126.48329241  .00000163  00000-0  00000+0 0  9991,2 41191   0.0131 273.7235 0002933 129.5004  31.2263  1.00272490 37844,41191
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SES 9,2016-013A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:39.475968,1.00271005,0.0002375,0.0132,341.9415,85.138,84.747,0,U,41380,999,3702,0.00000000000000,-0.00000337,0.0000000000000,42164.951,1436.108,35796.83,35776.801,PAYLOAD,LARGE,SES,2016-03-04,AFETR,,5177172,322297996,0 SES 9,1 41380U 16013A   26126.49767912 -.00000337  00000-0  00000+0 0  9992,2 41380   0.0132 341.9415 0002375  85.1380  84.7470  1.00271005 37021,41380
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,GALAXY 37,2023-112A,EARTH,TEME,UTC,SGP4,2026-05-06T03:51:38.568384,1.0027432,0.00020928,0.0133,274.969,132.0948,107.8944,0,U,57493,999,1012,0.00000000000000,0.00000055,0.0000000000000,42164.021,1436.061,35794.71,35777.063,PAYLOAD,LARGE,US,2023-08-03,AFETR,,5176958,322282380,0 GALAXY 37,1 57493U 23112A   26126.16086306  .00000055  00000-0  00000-0 0  9994,2 57493   0.0133 274.9690 0002093 132.0948 107.8944  1.00274320 10121,57493
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:36:32,18 SPCS,NIMIQ 4,2008-044A,EARTH,TEME,UTC,SGP4,2026-05-06T11:02:22.183008,1.00272224,0.0002177,0.0134,298.6656,90.516,278.7394,0,U,33373,999,6456,0.00000000000000,-0.00000213,0.0000000000000,42164.609,1436.091,35795.653,35777.295,PAYLOAD,LARGE,CA,2008-09-19,TTMTR,,5177001,322292852,0 NIMIQ 4,1 33373U 08044A   26126.45997897 -.00000213  00000-0  00000+0 0  9996,2 33373   0.0134 298.6656 0002177  90.5160 278.7394  1.00272224 64560,33373
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 17,2010-065B,EARTH,TEME,UTC,SGP4,2026-05-06T11:06:36.304416,1.00273121,0.000293,0.0134,240.8026,180.4872,35.6937,0,U,37238,999,5283,0.00000000000000,0.00000006,0.0000000000000,42164.357,1436.078,35798.577,35773.868,PAYLOAD,LARGE,ITSO,2010-11-26,FRGUI,,5177110,322296687,0 INTELSAT 17,1 37238U 10065B   26126.46292019  .00000006  00000-0  00000+0 0  9990,2 37238   0.0134 240.8026 0002930 180.4872  35.6937  1.00273121 52837,37238
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 36,2016-053A,EARTH,TEME,UTC,SGP4,2026-05-06T11:06:53.542080,1.00272258,0.0001365,0.0134,342.8752,353.0278,123.6541,0,U,41747,999,3554,0.00000000000000,-0.00000017,0.0000000000000,42164.599,1436.09,35792.22,35780.709,PAYLOAD,LARGE,ITSO,2016-08-24,FRGUI,,5177177,322298058,0 INTELSAT 36,1 41747U 16053A   26126.46311970 -.00000017  00000-0  00000+0 0  9994,2 41747   0.0134 342.8752 0001365 353.0278 123.6541  1.00272258 35543,41747
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 8 (USA 272),2016-075A,EARTH,TEME,UTC,SGP4,2026-05-06T11:39:38.851776,1.00272194,1.54e-05,0.0135,307.3112,344.5045,257.2595,0,U,41879,999,3440,0.00000000000000,-0.00000194,0.0000000000000,42164.617,1436.091,35787.132,35785.833,PAYLOAD,LARGE,US,2016-12-07,AFETR,,5177352,322298584,0 WGS 8 (USA 272),1 41879U 16075A   26126.48586634 -.00000194  00000-0  00000+0 0  9993,2 41879   0.0135 307.3112 0000154 344.5045 257.2595  1.00272194 34404,41879
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,THOR 7,2015-022A,EARTH,TEME,UTC,SGP4,2026-05-06T08:00:08.142048,1.00273682,0.0002904,0.0135,237.6359,167.1843,298.7659,0,U,40613,999,4039,0.00000000000000,0.00000000,0.0000000000000,42164.2,1436.07,35798.31,35773.821,PAYLOAD,LARGE,NOR,2015-04-26,FRGUI,,5177160,322297850,0 THOR 7,1 40613U 15022A   26126.33342757 -.00000000  00000-0  00000+0 0  9995,2 40613   0.0135 237.6359 0002904 167.1843 298.7659  1.00273682 40396,40613
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INMARSAT 5-F3,2015-042A,EARTH,TEME,UTC,SGP4,2026-05-06T11:21:38.551104,1.00272122,8.91e-05,0.0136,278.8986,123.819,171.6118,0,U,40882,999,3915,0.00000000000000,0.00000058,0.0000000000000,42164.637,1436.092,35790.259,35782.746,PAYLOAD,LARGE,IM,2015-08-28,TTMTR,,5177163,322297387,0 INMARSAT 5-F3,1 40882U 15042A   26126.47336286  .00000058  00000-0  00000+0 0  9992,2 40882   0.0136 278.8986 0000891 123.8190 171.6118  1.00272122 39154,40882
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,SKY MEXICO-1,2015-026B,EARTH,TEME,UTC,SGP4,2026-05-06T11:03:14.600160,1.00271066,0.0002168,0.0136,285.6793,130.6694,254.9885,0,U,40664,999,4003,0.00000000000000,-0.00000226,0.0000000000000,42164.934,1436.107,35795.94,35777.657,PAYLOAD,LARGE,MEX,2015-05-27,FRGUI,,5177161,322297859,0 SKY MEXICO-1,1 40664U 15026B   26126.46058565 -.00000226  00000-0  00000+0 0  9990,2 40664   0.0136 285.6793 0002168 130.6694 254.9885  1.00271066 40039,40664
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T10:08:52,18 SPCS,EXPRESS AM-6,2014-064A,EARTH,TEME,UTC,SGP4,2026-05-05T23:42:10.318752,1.00274122,1.616e-05,0.0137,265.0672,171.217,196.1113,0,U,40277,999,4114,0.00000000000000,0.00000106,0.0000000000000,42164.077,1436.063,35786.623,35785.26,PAYLOAD,LARGE,CIS,2014-10-21,TTMTR,,5176958,322273394,0 EXPRESS AM-6,1 40277U 14064A   26125.98761943  .00000106  00000-0  00000-0 0  9995,2 40277   0.0137 265.0672 0000162 171.2170 196.1113  1.00274122 41140,40277
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,JUPITER 3 (ECHOSTAR 24),2023-108A,EARTH,TEME,UTC,SGP4,2026-05-05T15:26:44.975904,1.0027198,9.82e-05,0.0137,289.0275,124.1114,306.8769,0,U,57479,999,1022,0.00000000000000,-0.00000142,0.0000000000000,42164.677,1436.094,35790.683,35782.402,PAYLOAD,LARGE,US,2023-07-29,AFETR,,5177537,322306652,0 JUPITER 3 (ECHOSTAR 24),1 57479U 23108A   26125.64357611 -.00000142  00000-0  00000+0 0  9992,2 57479   0.0137 289.0275 0000982 124.1114 306.8769  1.00271980 10223,57479
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INMARSAT 6-F1,2021-128A,EARTH,TEME,UTC,SGP4,2026-05-06T13:45:14.892192,1.00270918,2.59e-05,0.0138,270.2223,184.2932,59.9934,0,U,50319,999,1584,0.00000000000000,-0.00000164,0.0000000000000,42164.975,1436.109,35787.932,35785.748,PAYLOAD,LARGE,IM,2021-12-22,TNSTA,,5177296,322301515,0 INMARSAT 6-F1,1 50319U 21128A   26126.57308903 -.00000164  00000-0  00000+0 0  9995,2 50319   0.0138 270.2223 0000259 184.2932  59.9934  1.00270918 15840,50319
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,JCSAT 18,2019-091A,EARTH,TEME,UTC,SGP4,2026-05-06T11:39:38.851776,1.00270175,2.48e-05,0.0138,304.3875,185.481,59.3894,0,U,44868,999,2359,0.00000000000000,-0.00000193,0.0000000000000,42165.183,1436.12,35788.094,35786.003,PAYLOAD,LARGE,JPN,2019-12-17,AFETR,,5177362,322301891,0 JCSAT 18,1 44868U 19091A   26126.48586634 -.00000193  00000-0  00000+0 0  9994,2 44868   0.0138 304.3875 0000248 185.4810  59.3894  1.00270175 23595,44868
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 14,2009-064A,EARTH,TEME,UTC,SGP4,2026-05-06T11:12:51.176736,1.0027116,0.00027,0.0138,278.6068,135.0636,293.8845,0,U,36097,999,6018,0.00000000000000,-0.00000266,0.0000000000000,42164.907,1436.106,35798.157,35775.388,PAYLOAD,LARGE,ITSO,2009-11-23,AFETR,,5177096,322295491,0 INTELSAT 14,1 36097U 09064A   26126.46725899 -.00000266  00000-0  00000+0 0  9995,2 36097   0.0138 278.6068 0002700 135.0636 293.8845  1.00271160 60181,36097
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ST 2,2011-022B,EARTH,TEME,UTC,SGP4,2026-05-06T11:50:47.540256,1.00272446,0.0002001,0.0138,268.1349,151.082,70.8515,0,U,37606,999,5486,0.00000000000000,-0.00000204,0.0000000000000,42164.547,1436.087,35794.849,35777.975,PAYLOAD,LARGE,STCT,2011-05-20,FRGUI,,5177116,322296760,0 ST 2,1 37606U 11022B   26126.49360579 -.00000204  00000-0  00000+0 0  9994,2 37606   0.0138 268.1349 0002001 151.0820  70.8515  1.00272446 54864,37606
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,STARONE C3,2012-062A,EARTH,TEME,UTC,SGP4,2026-05-06T11:04:21.992160,1.00271304,0.0002891,0.0139,314.9315,113.8151,246.6742,0,U,38991,999,4934,0.00000000000000,-0.00000241,0.0000000000000,42164.867,1436.104,35798.922,35774.542,PAYLOAD,LARGE,BRAZ,2012-11-10,FRGUI,,5177134,322296986,0 STARONE C3,1 38991U 12062A   26126.46136565 -.00000241  00000-0  00000+0 0  9991,2 38991   0.0139 314.9315 0002891 113.8151 246.6742  1.00271304 49340,38991
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,INTELSAT 34,2015-039A,EARTH,TEME,UTC,SGP4,2026-05-06T11:09:51.464736,1.00270142,3.3e-05,0.0139,293.8053,113.0496,289.4385,0,U,40874,999,3921,0.00000000000000,-0.00000278,0.0000000000000,42165.193,1436.12,35788.449,35785.666,PAYLOAD,LARGE,ITSO,2015-08-20,FRGUI,,5177163,322297884,0 INTELSAT 34,1 40874U 15039A   26126.46517899 -.00000278  00000-0  00000+0 0  9994,2 40874   0.0139 293.8053 0000330 113.0496 289.4385  1.00270142 39219,40874
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,ECHOSTAR 14,2010-010A,EARTH,TEME,UTC,SGP4,2026-05-06T10:57:38.637216,1.00271772,0.0001916,0.014,273.2904,131.3021,225.2462,0,U,36499,999,4613,0.00000000000000,0.00000008,0.0000000000000,42164.736,1436.097,35794.679,35778.522,PAYLOAD,LARGE,US,2010-03-20,TTMTR,,5177102,322296586,0 ECHOSTAR 14,1 36499U 10010A   26126.45669719  .00000008  00000-0  00000+0 0  9994,2 36499   0.0140 273.2904 0001916 131.3021 225.2462  1.00271772 46137,36499
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TELKOM-4,2018-064A,EARTH,TEME,UTC,SGP4,2026-05-06T11:56:31.989408,1.00271745,0.0002533,0.014,255.815,185.6818,69.9945,0,U,43587,999,2846,0.00000000000000,-0.00000336,0.0000000000000,42164.743,1436.097,35797.289,35775.928,PAYLOAD,LARGE,INDO,2018-08-07,AFETR,,5177201,322298886,0 TELKOM-4,1 43587U 18064A   26126.49759247 -.00000336  00000-0  00000+0 0  9992,2 43587   0.0140 255.8150 0002533 185.6818  69.9945  1.00271745 28469,43587
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,TELSTAR 11N,2009-009A,EARTH,TEME,UTC,SGP4,2026-05-06T09:32:23.504064,1.00271097,0.0002673,0.0141,282.7309,114.9326,292.1499,0,U,34111,999,4582,0.00000000000000,-0.00000243,0.0000000000000,42164.925,1436.107,35798.061,35775.519,PAYLOAD,LARGE,CA,2009-02-26,TTMTR,,5177030,322293972,0 TELSTAR 11N,1 34111U 09009A   26126.39749426 -.00000243  00000-0  00000+0 0  9998,2 34111   0.0141 282.7309 0002673 114.9326 292.1499  1.00271097 45825,34111
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,EXPRESS AM-8,2015-048A,EARTH,TEME,UTC,SGP4,2026-05-06T09:39:00.371232,1.00272579,2.9e-05,0.0141,263.1061,120.4843,331.428,0,U,40895,999,3892,0.00000000000000,-0.00000103,0.0000000000000,42164.509,1436.086,35787.597,35785.152,PAYLOAD,LARGE,CIS,2015-09-14,TTMTR,,5177163,322297390,0 EXPRESS AM-8,1 40895U 15048A   26126.40208763 -.00000103  00000-0  00000+0 0  9995,2 40895   0.0141 263.1061 0000290 120.4843 331.4280  1.00272579 38922,40895
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:46:56,18 SPCS,WGS 7 (USA 263),2015-036A,EARTH,TEME,UTC,SGP4,2026-05-06T11:21:38.551104,1.00270106,2.17e-05,0.0143,290.7909,221.1137,57.8326,0,U,40746,999,3945,0.00000000000000,0.00000025,0.0000000000000,42165.203,1436.121,35787.983,35786.153,PAYLOAD,LARGE,US,2015-07-24,AFETR,,5177162,322297872,0 WGS 7 (USA 263),1 40746U 15036A   26126.47336286  .00000025  00000-0  00000+0 0  9998,2 40746   0.0143 290.7909 0000217 221.1137  57.8326  1.00270106 39453,40746
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-05-06T14:56:52,18 SPCS,SPAINSAT NG1,2025-021A,EARTH,TEME,UTC,SGP4,2026-05-06T11:33:56.655072,1.00271501,2.42e-05,0.0145,281.5498,144.8156,0.455,0,U,62852,999,356,0.00000000000000,0.00000159,0.0000000000000,42164.812,1436.101,35787.697,35785.656,PAYLOAD,LARGE,SPN,2025-01-30,AFETR,,5177668,322310321,0 SPAINSAT NG1,1 62852U 25021A   26126.48190573  .00000159  00000-0  00000+0 0  9991,2 62852   0.0145 281.5498 0000242 144.8156   0.4550  1.00271501  3564,62852
